TAZ,APARKS,EMPEDU_P,EMPFOO_P,EMPGOV_P,EMPIND_P,EMPMED_P,EMPOFC_P,EMPOTH_P,EMPRET_P,EMPRSC_P,EMPSVC_P,EMPTOT_P,HH_P,LUTYPE_P,MFUNITS,NPARKS,PARKDY_P,PARKHR_P,SFUNITS,SQFT_P,STUGRD_P,STUHGH_P,STUUNI_P,a1,a2,a3,a4,a5,a6,a7,a8
2563,1181234,0,0,0.0,0,0,0,0,0,0,0,0.0,992,10396,255,7,0,0,320,26575209,0,0,0,5.0,261.0,157.0,69.0,173.0,134.0,129.0,64.0
2564,200352,0,156,22.0,3,37,11,16,56,0,46,347.0,1129,26647,0,19,0,0,1046,17133973,0,0,0,73.0,113.0,191.0,159.0,182.0,160.0,167.0,84.0
2565,167941,53,60,1.0,4,14,14,18,33,0,30,227.0,910,26103,0,5,0,0,975,31802493,478,0,0,27.0,85.0,86.0,150.0,173.0,134.0,139.0,116.0
2566,2178647,82,1,5.0,14,8,10,5,0,0,4,129.0,456,9655,0,3,0,0,320,54556242,528,0,0,25.0,55.0,83.0,75.0,69.0,50.0,65.0,34.0
2567,1051195,0,1,0.0,3,5,2,3,0,0,5,19.0,178,4865,0,5,0,0,170,11921565,0,0,0,9.0,36.0,28.0,31.0,19.0,21.0,20.0,14.0
2568,4900035,82,0,4.0,2,0,1,1,0,0,2,92.0,332,9278,0,10,0,0,318,41010618,469,0,0,12.0,35.0,46.0,39.0,43.0,50.0,60.0,47.0
2569,363492,1,1,0.0,0,4,4,13,0,0,10,33.0,782,21706,0,5,0,0,833,66597228,0,0,0,108.0,54.0,77.0,100.0,135.0,113.0,108.0,87.0
2570,8839,159,4,4.0,23,6,6,13,0,0,6,221.0,1052,29945,0,3,0,0,1106,35087597,1381,0,0,51.0,124.0,137.0,141.0,219.0,136.0,141.0,103.0
2571,102627,0,8,0.0,1,2,1,4,10,0,5,31.0,283,7358,0,1,0,0,208,19211209,0,0,0,0.0,37.0,31.0,15.0,50.0,44.0,70.0,36.0
2572,13020,0,1,0.0,705,0,17,129,1,0,4,857.0,2,846,0,1,0,0,2,8642265,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2573,203477,0,4,0.0,2917,0,56,593,6,0,28,3604.0,49,3612,0,1,0,0,48,18292949,0,0,0,0.0,6.0,17.0,0.0,15.0,2.0,4.0,5.0
2574,130577,0,0,0.0,900,0,20,177,7,0,8,1112.0,0,1077,0,2,0,0,0,7838910,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2575,234815,0,0,0.0,2,2,2,14,2,0,0,22.0,407,13198,0,5,0,0,401,21957552,0,0,0,25.0,47.0,82.0,97.0,57.0,39.0,31.0,29.0
2576,278930,49,2,0.0,0,6,26,37,0,0,9,129.0,602,11029,0,3,0,0,382,19207192,368,0,0,93.0,21.0,57.0,69.0,131.0,101.0,77.0,53.0
2577,202537,1,0,0.0,1,0,9,31,13,0,7,62.0,542,14818,0,2,0,0,525,25392337,0,0,0,44.0,59.0,82.0,88.0,112.0,87.0,42.0,28.0
2578,1342215,1,0,0.0,31,45,54,119,0,0,23,273.0,894,27259,0,12,0,0,810,37533049,0,0,0,66.0,176.0,149.0,129.0,116.0,108.0,91.0,59.0
2579,0,1,0,0.0,91,24,23,49,4,0,12,204.0,1,1427,0,0,0,0,1,10360113,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2580,0,0,7,0.0,148,17,96,113,79,0,14,474.0,388,801,0,0,0,0,7,2516104,0,879,0,57.0,127.0,86.0,37.0,38.0,26.0,14.0,3.0
2581,0,0,0,17.0,544,14,51,97,34,0,13,770.0,458,2374,54,0,0,0,15,9579278,0,0,0,49.0,151.0,82.0,74.0,51.0,30.0,13.0,8.0
2582,30113,183,1,103.0,6,13,28,27,5,0,15,381.0,740,2021,0,5,0,0,46,4403264,0,0,0,168.0,287.0,116.0,109.0,35.0,10.0,13.0,2.0
2583,517961,89,0,35.0,12,8,11,27,10,0,5,197.0,165,4558,0,8,0,0,156,4635098,557,0,0,21.0,32.0,20.0,30.0,28.0,17.0,12.0,5.0
2584,108508,0,91,0.0,733,25,268,116,257,0,95,1585.0,78,2931,0,3,0,0,77,7578082,0,0,0,10.0,22.0,9.0,9.0,14.0,12.0,2.0,0.0
2585,0,0,50,0.0,339,15,142,43,108,0,56,753.0,0,469,0,0,0,0,0,4388762,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2586,59263,0,3,0.0,42,3,14,8,10,0,0,80.0,147,2050,0,4,0,0,62,12843724,0,0,0,51.0,27.0,20.0,19.0,12.0,12.0,3.0,3.0
2587,449667,57,1,1590.0,13,25,11,9,11,0,24,1741.0,787,27008,0,4,0,0,773,12839896,231,0,0,163.0,183.0,179.0,118.0,64.0,37.0,18.0,25.0
2588,1889,4,1,112.0,2,3,9,16,6,0,3,156.0,285,9048,0,1,0,0,283,3185572,0,0,0,88.0,53.0,54.0,38.0,26.0,17.0,6.0,3.0
2589,6062,1,9,0.0,6,2,2,12,3,0,1,36.0,491,12786,0,1,0,0,486,3842229,0,0,0,122.0,158.0,99.0,52.0,32.0,14.0,7.0,7.0
2590,163832,24,0,0.0,1,0,2,0,1,0,1,29.0,310,4414,0,8,0,0,160,1511101,0,0,0,87.0,44.0,50.0,76.0,18.0,11.0,9.0,15.0
2591,0,89,12,0.0,5,1,12,10,3,0,6,138.0,172,3366,0,0,0,0,137,1218942,0,0,0,52.0,39.0,40.0,27.0,6.0,5.0,2.0,1.0
2592,0,0,4,8.0,12,0,35,9,2,0,12,82.0,548,9934,44,0,0,0,371,3113228,0,0,0,189.0,117.0,82.0,90.0,25.0,15.0,11.0,19.0
2593,0,0,28,223.0,22,51,24,9,17,0,12,386.0,263,4398,94,0,0,0,118,2419095,0,0,0,114.0,58.0,33.0,32.0,13.0,5.0,3.0,5.0
2594,0,1,51,0.0,45,87,38,14,28,0,26,290.0,536,9357,6,0,0,0,369,3187520,0,0,0,212.0,132.0,75.0,55.0,26.0,14.0,11.0,11.0
2595,6658,348,8,5.0,4,5,54,3,32,0,7,466.0,79,1265,0,2,0,0,32,1643999,376,1489,0,25.0,30.0,10.0,4.0,4.0,2.0,2.0,2.0
2596,0,0,4,0.0,0,6,18,4,16,0,1,49.0,390,8366,0,0,0,0,314,2296389,0,0,0,89.0,109.0,67.0,58.0,21.0,19.0,11.0,16.0
2597,932,90,1,0.0,3,3,11,9,3,0,6,126.0,625,12521,0,1,0,0,463,3897575,0,0,0,171.0,112.0,109.0,133.0,36.0,28.0,14.0,22.0
2598,0,4,1,0.0,1,1,0,0,2,0,1,10.0,278,7237,0,0,0,0,289,2200782,0,0,0,47.0,71.0,77.0,54.0,9.0,13.0,6.0,1.0
2599,0,7,12,0.0,14,15,10,11,26,0,7,102.0,526,13102,0,0,0,0,524,3870214,373,0,0,89.0,130.0,107.0,112.0,41.0,16.0,16.0,15.0
2600,0,75,3,21.0,2,1,10,8,2,0,3,125.0,553,13687,0,0,0,0,546,4610462,622,0,0,55.0,125.0,103.0,49.0,98.0,58.0,36.0,29.0
2601,0,64,15,0.0,2,4,5,4,35,0,5,134.0,493,11768,0,0,0,0,473,3152257,0,0,0,86.0,95.0,100.0,84.0,56.0,34.0,24.0,14.0
2602,10056,71,3,0.0,2,2,21,10,4,0,32,145.0,478,11764,0,1,0,0,455,3461923,420,0,0,122.0,124.0,64.0,46.0,46.0,38.0,21.0,17.0
2603,0,25,70,11.0,6,33,17,4,96,0,16,278.0,509,9999,0,0,0,0,393,2982087,0,0,0,182.0,115.0,49.0,63.0,34.0,38.0,15.0,13.0
2604,9137,0,4,0.0,3,3,6,4,4,0,6,30.0,428,10714,0,2,0,0,440,2765170,0,0,0,51.0,114.0,94.0,123.0,16.0,15.0,11.0,4.0
2605,9716,153,59,6.0,11,3,13,8,88,0,13,354.0,553,13335,0,2,0,0,543,3839539,0,0,0,44.0,142.0,143.0,110.0,53.0,22.0,23.0,16.0
2606,0,33,2,0.0,6,26,10,10,14,0,7,108.0,486,11982,0,0,0,0,464,3999546,348,0,0,93.0,158.0,117.0,77.0,17.0,13.0,5.0,6.0
2607,2000,32,26,4.0,3,11,21,7,13,0,9,126.0,538,11355,0,1,0,0,440,4163752,0,0,0,158.0,108.0,76.0,54.0,52.0,37.0,30.0,23.0
2608,26033,0,0,2.0,0,0,0,0,0,0,0,2.0,344,8561,0,1,0,0,345,2543209,0,0,0,68.0,91.0,82.0,78.0,5.0,6.0,1.0,13.0
2609,0,0,0,0.0,0,0,0,0,0,0,0,0.0,219,5610,0,0,0,0,221,1917941,0,0,0,11.0,50.0,67.0,41.0,25.0,9.0,6.0,10.0
2610,2650,34,0,12.0,43,2,3,14,6,0,4,118.0,704,20430,0,1,0,0,693,8042841,893,0,0,165.0,164.0,162.0,140.0,29.0,13.0,12.0,19.0
2611,0,73,0,0.0,0,0,0,0,0,0,0,73.0,590,15891,0,0,0,0,629,5765427,1215,0,0,48.0,125.0,155.0,119.0,59.0,35.0,27.0,22.0
2612,518534,181,0,0.0,0,29,2,2,0,0,5,219.0,1144,15410,0,25,0,0,420,7025645,0,0,0,613.0,180.0,137.0,79.0,55.0,39.0,22.0,19.0
2613,1189816,42,0,0.0,1,1,0,52,6,0,0,102.0,182,5029,0,12,0,0,152,12792907,0,0,0,31.0,16.0,29.0,34.0,21.0,25.0,11.0,15.0
2614,0,0,0,0.0,0,3,0,47,2,0,1,53.0,129,3764,8,0,0,0,120,9604689,0,0,0,20.0,14.0,16.0,22.0,19.0,18.0,10.0,10.0
2615,1741076,323,3,45.0,28,0,21,135,14,0,1,570.0,404,8995,0,7,0,0,206,45616637,616,616,0,118.0,91.0,54.0,60.0,25.0,25.0,17.0,14.0
2616,1185965,0,2,0.0,42,17,142,94,9,0,32,338.0,1130,30208,0,6,0,0,1031,13906753,0,0,0,58.0,118.0,219.0,214.0,170.0,137.0,132.0,82.0
2617,2159674,0,2,7.0,918,11,159,151,36,0,113,1397.0,474,2882,0,7,0,0,54,18260399,0,0,0,69.0,123.0,75.0,82.0,41.0,35.0,27.0,22.0
2618,9196,0,5,0.0,1822,3,260,177,57,0,135,2459.0,29,1867,0,5,0,0,28,15174649,0,0,0,2.0,4.0,3.0,5.0,9.0,3.0,2.0,1.0
2619,501743,0,2,0.0,625,1,107,61,28,0,63,887.0,3,408,0,1,0,0,3,5084328,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2620,0,0,6,1.0,587,2,323,132,76,0,183,1310.0,436,3552,0,0,0,0,104,4066909,0,0,0,62.0,124.0,73.0,75.0,49.0,29.0,14.0,10.0
2621,337622,0,0,0.0,1,1,4,31,9,0,3,49.0,382,10909,20,5,0,0,342,14698519,0,0,0,11.0,49.0,63.0,77.0,55.0,46.0,40.0,41.0
2622,0,44,0,0.0,32,0,12,153,0,0,45,286.0,356,4523,0,0,0,0,134,7310716,0,97,0,47.0,105.0,73.0,100.0,8.0,12.0,5.0,6.0
2623,60511,16,14,0.0,30,9,16,6,130,0,13,234.0,98,3692,0,2,0,0,92,2249046,0,0,0,15.0,12.0,16.0,20.0,14.0,6.0,9.0,6.0
2624,0,0,48,4.0,1970,87,206,387,175,0,14,2891.0,35,2741,0,0,0,0,16,9359746,0,0,0,4.0,19.0,4.0,4.0,3.0,1.0,0.0,0.0
2625,2722,288,0,14.0,133,53,41,189,0,0,15,733.0,509,6458,8,3,0,0,201,4401912,0,0,0,52.0,240.0,105.0,70.0,16.0,17.0,7.0,2.0
2626,126549,77,173,1.0,142,65,398,362,802,0,40,2060.0,1181,14045,0,11,0,0,452,10952421,469,0,0,266.0,262.0,201.0,168.0,102.0,77.0,59.0,46.0
2627,4490082,0,6,7.0,23,2,1,11,13,0,5,68.0,294,8320,0,4,0,0,282,37025513,0,0,0,24.0,52.0,36.0,53.0,35.0,33.0,41.0,20.0
2628,0,171,0,127.0,6,4,15,13,1,0,9,346.0,948,22441,0,0,0,0,856,23138099,751,0,0,136.0,155.0,179.0,140.0,117.0,93.0,78.0,50.0
2629,92442,0,2,0.0,44,3,36,73,4,0,5,167.0,840,21133,0,6,0,0,737,16011769,0,0,0,17.0,122.0,160.0,186.0,94.0,98.0,101.0,62.0
2630,4604307,0,0,0.0,4,0,2,16,0,0,0,22.0,245,9069,0,6,0,0,278,41937577,0,0,0,34.0,13.0,23.0,30.0,37.0,49.0,34.0,25.0
2631,0,4,0,1.0,4,1,1,5,0,0,2,18.0,310,6206,0,0,0,0,182,77407568,0,0,0,21.0,33.0,38.0,30.0,51.0,47.0,61.0,29.0
2632,116085,167,41,106.0,13,51,44,35,13,0,52,522.0,1345,30563,65,6,0,0,1096,22866989,484,0,0,100.0,219.0,265.0,259.0,194.0,108.0,126.0,74.0
2633,681765,8,206,0.0,26,91,93,76,16,0,429,945.0,784,11281,0,5,0,0,402,11024773,0,0,0,133.0,244.0,148.0,72.0,49.0,75.0,41.0,22.0
2634,13664,312,197,161.0,27,84,48,39,309,0,50,1227.0,950,22097,0,5,0,0,817,10712366,1405,1788,0,128.0,161.0,171.0,162.0,117.0,72.0,82.0,57.0
2635,1409147,2,143,29.0,98,151,304,239,64,0,133,1163.0,1064,1766,0,12,0,0,26,6465603,0,0,0,138.0,302.0,301.0,264.0,41.0,14.0,1.0,3.0
2636,365060,0,0,0.0,11,0,6,43,0,0,8,68.0,105,2291,0,3,0,0,66,5216253,0,0,0,7.0,35.0,21.0,25.0,6.0,4.0,3.0,4.0
2637,0,0,0,0.0,3,0,1,33,0,0,6,43.0,297,1755,2,0,0,0,46,3050679,0,0,0,56.0,104.0,62.0,52.0,6.0,5.0,5.0,7.0
2638,86511,81,71,5.0,13,44,14,14,19,0,32,293.0,191,3050,0,5,0,0,112,1966881,0,0,0,11.0,73.0,43.0,30.0,10.0,3.0,3.0,18.0
2639,0,104,175,1.0,36,90,50,18,19,0,79,572.0,356,4768,0,0,0,0,152,2318864,0,0,0,31.0,128.0,81.0,73.0,15.0,4.0,6.0,18.0
2640,28450,143,199,0.0,72,118,84,31,44,0,147,838.0,0,982,0,1,0,0,0,959204,354,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2641,0,1,207,0.0,4,10,32,19,532,0,144,949.0,0,359,0,0,0,0,0,1592654,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2642,0,1,38,0.0,45,37,49,39,47,0,71,327.0,201,3543,0,0,0,0,122,1828900,0,0,0,32.0,28.0,30.0,27.0,35.0,19.0,17.0,13.0
2643,0,1,51,97.0,39,65,78,42,60,0,79,512.0,125,1232,48,0,0,0,14,903965,0,0,0,59.0,15.0,15.0,11.0,8.0,5.0,4.0,8.0
2644,0,85,127,45.0,31,27,50,37,433,0,162,997.0,789,13788,0,0,0,0,489,7288867,351,0,0,107.0,187.0,149.0,137.0,80.0,46.0,49.0,34.0
2645,61582,508,8,16.0,4,22,14,33,9,0,97,711.0,230,5112,0,1,0,0,166,2674811,0,1839,0,52.0,44.0,32.0,45.0,27.0,8.0,12.0,10.0
2646,16230,0,3,14.0,3,6,73,23,167,0,37,326.0,774,15250,0,3,0,0,563,9721241,0,0,0,117.0,226.0,128.0,106.0,64.0,46.0,47.0,40.0
2647,0,65,10,0.0,0,22,20,62,0,0,25,204.0,607,13971,0,0,0,0,544,8549511,824,0,0,53.0,140.0,106.0,86.0,73.0,50.0,58.0,41.0
2648,44721,0,3,0.0,0,1,16,12,51,0,6,89.0,439,8300,0,2,0,0,290,9455940,0,0,0,84.0,80.0,59.0,59.0,53.0,40.0,35.0,29.0
2649,0,0,0,0.0,14,1,5,14,0,0,3,37.0,21,434,0,0,0,0,20,9403314,0,0,0,4.0,7.0,3.0,2.0,1.0,1.0,2.0,1.0
2650,155254,0,1,14.0,27,1,0,5,0,0,2,50.0,72,2287,0,1,0,0,70,7128565,0,0,0,10.0,19.0,10.0,6.0,11.0,5.0,5.0,6.0
2651,25997,0,1,0.0,1,4,24,16,7,0,1,54.0,744,19280,0,2,0,0,702,20591067,0,0,0,67.0,111.0,126.0,161.0,79.0,83.0,69.0,48.0
2652,327835,0,1,0.0,0,1,5,40,20,0,2,69.0,337,8875,0,1,0,0,309,20738776,0,0,0,38.0,44.0,49.0,60.0,43.0,43.0,36.0,24.0
2653,10717955,1,2,0.0,3,9,7,12,3,0,3,40.0,484,9880,0,3,0,0,382,15161039,332,0,0,65.0,155.0,119.0,95.0,3.0,13.0,15.0,19.0
2654,0,0,35,64.0,3,93,7,7,17,0,26,252.0,642,12508,0,0,0,0,500,7117682,0,0,0,139.0,148.0,92.0,109.0,67.0,51.0,27.0,9.0
2655,0,1,3,0.0,11,6,7,10,32,0,6,76.0,667,17903,0,0,0,0,706,5492620,0,0,0,129.0,127.0,74.0,116.0,77.0,43.0,32.0,69.0
2656,1153,73,19,6.0,8,31,7,10,18,0,16,188.0,617,14710,0,1,0,0,575,6423491,404,0,0,143.0,103.0,94.0,149.0,42.0,24.0,50.0,12.0
2657,7529,71,2,0.0,24,10,19,23,21,0,15,185.0,462,12652,0,1,0,0,473,5580743,583,0,0,122.0,142.0,89.0,49.0,19.0,12.0,22.0,7.0
2658,0,0,7,0.0,11,7,6,22,27,0,8,88.0,613,16250,0,0,0,0,599,5961146,0,0,0,61.0,177.0,177.0,128.0,21.0,18.0,16.0,15.0
2659,0,4,0,0.0,8,7,4,11,16,0,15,65.0,564,14237,0,0,0,0,590,3797196,0,0,0,83.0,112.0,135.0,107.0,49.0,33.0,32.0,13.0
2660,124972,28,3,0.0,2,8,12,8,3,0,30,94.0,435,11471,0,3,0,0,445,4235671,0,0,0,44.0,108.0,111.0,87.0,41.0,17.0,18.0,9.0
2661,3143,2,1,0.0,16,12,7,9,6,0,14,67.0,568,14253,2,1,0,0,576,3825521,0,0,0,117.0,112.0,112.0,81.0,57.0,38.0,42.0,9.0
2662,0,0,0,43.0,5,4,3,12,1,0,9,77.0,466,12152,0,0,0,0,495,4573143,0,0,0,107.0,97.0,80.0,82.0,42.0,23.0,29.0,6.0
2663,16056,0,373,4.0,5,108,4,5,195,0,19,713.0,397,10478,0,2,0,0,414,5874863,0,0,0,106.0,62.0,61.0,71.0,30.0,34.0,21.0,12.0
2664,0,0,121,0.0,8,88,26,10,151,0,146,550.0,920,13513,0,0,0,0,507,7468871,0,0,0,378.0,163.0,146.0,99.0,51.0,30.0,25.0,28.0
2665,0,1,16,0.0,3,38,89,8,12,0,82,249.0,949,290,0,0,0,0,0,3350539,0,0,0,313.0,300.0,200.0,101.0,11.0,6.0,0.0,18.0
2666,23247,74,8,0.0,1,19,48,12,17,0,58,237.0,963,18199,0,1,0,0,667,8157443,1255,0,0,195.0,379.0,174.0,96.0,12.0,14.0,73.0,20.0
2667,1105,192,1,3.0,8,1,9,8,0,0,3,225.0,573,15682,0,1,0,0,603,6899664,396,0,0,145.0,137.0,98.0,54.0,57.0,24.0,27.0,31.0
2668,0,1,0,0.0,4,8,17,10,1,0,8,49.0,658,16873,0,0,0,0,678,6683030,311,0,0,125.0,215.0,133.0,77.0,20.0,12.0,65.0,11.0
2669,84031,4,80,12.0,14,59,36,21,115,0,34,375.0,741,16853,0,8,0,0,634,6459981,0,0,0,244.0,160.0,150.0,96.0,29.0,13.0,16.0,33.0
2670,2257,48,6,0.0,46,56,34,13,29,0,13,245.0,761,15544,46,1,0,0,587,6922756,91,0,0,145.0,172.0,196.0,166.0,19.0,16.0,23.0,24.0
2671,0,0,63,0.0,35,53,51,33,132,0,23,390.0,971,17582,79,0,0,0,635,9101928,0,0,0,241.0,285.0,192.0,95.0,57.0,25.0,43.0,33.0
2672,0,73,3,0.0,40,63,50,50,40,0,14,333.0,683,16024,0,0,0,0,600,10277818,314,0,0,164.0,245.0,110.0,75.0,36.0,20.0,23.0,10.0
2673,0,0,13,0.0,35,6,14,25,33,0,12,138.0,519,2441,0,0,0,0,56,3866331,0,0,0,141.0,163.0,147.0,46.0,6.0,4.0,2.0,10.0
2674,0,0,3,0.0,0,44,2,2,0,0,3,54.0,134,3874,0,0,0,0,119,3639200,0,0,0,18.0,31.0,31.0,29.0,3.0,9.0,8.0,5.0
2675,0,32,41,2.0,16,18,43,58,70,0,14,294.0,236,4913,0,0,0,0,158,5058643,0,0,0,47.0,58.0,65.0,37.0,7.0,5.0,7.0,10.0
2676,0,0,1,19.0,2,179,9,15,1,0,10,236.0,228,6140,0,0,0,0,205,6152632,0,0,0,43.0,58.0,69.0,27.0,5.0,5.0,13.0,8.0
2677,98167,35,9,0.0,63,10,35,45,32,0,9,238.0,576,7921,0,2,0,0,240,15320218,423,77,0,113.0,146.0,138.0,103.0,25.0,15.0,14.0,22.0
2678,3074,0,4,16.0,2,165,32,31,7,0,14,271.0,386,9109,0,1,0,0,319,12559774,0,0,0,66.0,98.0,93.0,61.0,20.0,21.0,12.0,15.0
2679,0,0,0,0.0,1,3,14,29,5,0,20,72.0,555,13806,0,0,0,0,510,24486609,0,0,0,38.0,83.0,87.0,99.0,77.0,68.0,66.0,37.0
2680,410359,0,0,0.0,6,47,57,40,21,0,5,176.0,503,7052,0,3,0,0,234,23185703,0,0,0,86.0,145.0,98.0,67.0,41.0,30.0,28.0,8.0
2681,357663,139,1,24.0,27,0,3,18,1,0,10,223.0,665,14305,0,9,0,0,511,21402224,0,0,0,115.0,139.0,96.0,83.0,80.0,56.0,59.0,37.0
2682,483955,0,0,0.0,19,7,21,25,7,0,2,81.0,1047,22795,0,3,0,0,869,21426813,0,0,0,95.0,173.0,180.0,203.0,139.0,87.0,95.0,75.0
2683,410168,78,0,2.0,10,5,33,35,7,0,43,213.0,443,12538,0,13,0,0,425,17404278,583,0,0,35.0,74.0,57.0,37.0,87.0,50.0,61.0,42.0
2684,480769,59,1,15.0,16,34,34,31,5,0,21,216.0,1115,26159,0,4,0,0,986,14590550,420,0,0,127.0,235.0,181.0,116.0,175.0,92.0,102.0,87.0
2685,0,225,84,153.0,8,206,52,24,108,0,74,934.0,210,4169,57,0,0,0,98,6191764,163,0,0,56.0,50.0,25.0,30.0,24.0,8.0,11.0,6.0
2686,0,0,0,0.0,2,9,4,5,1,0,2,23.0,182,4736,0,0,0,0,174,3106181,0,0,0,6.0,35.0,27.0,22.0,36.0,13.0,25.0,18.0
2687,0,105,88,106.0,2,91,44,24,71,0,52,583.0,260,3962,0,0,0,0,136,2958327,1566,0,0,83.0,63.0,43.0,28.0,17.0,10.0,8.0,8.0
2688,0,2,51,0.0,1,112,5,4,99,0,57,331.0,356,3487,0,0,0,0,102,3826162,0,0,0,75.0,94.0,94.0,65.0,4.0,0.0,10.0,14.0
2689,61341,1,13,0.0,7,3453,65,95,12,0,123,3769.0,1036,12831,27,4,0,0,383,19865060,353,353,0,224.0,280.0,201.0,137.0,94.0,28.0,32.0,40.0
2690,84159,58,1,0.0,26,95,24,31,5,0,26,266.0,965,15704,88,2,0,0,588,8335238,312,0,0,120.0,263.0,178.0,188.0,72.0,55.0,62.0,27.0
2691,54315,2,179,0.0,550,357,506,618,73,0,283,2568.0,48,2219,0,1,0,0,22,5282484,0,0,0,5.0,10.0,16.0,17.0,0.0,0.0,0.0,0.0
2692,879853,200,0,0.0,12,34,34,21,2,0,6,309.0,633,17112,0,11,0,0,650,15590540,685,0,0,15.0,56.0,103.0,66.0,129.0,92.0,108.0,64.0
2693,15615,17,3,0.0,6,9,8,0,6,0,1,50.0,516,7948,81,2,0,0,224,4831840,0,0,0,67.0,125.0,98.0,116.0,41.0,29.0,22.0,18.0
2694,277599,0,0,14.0,17,0,8,17,0,0,0,56.0,189,4314,0,3,0,0,132,17840727,0,0,0,28.0,44.0,41.0,23.0,20.0,12.0,12.0,9.0
2695,1825595,1,9,0.0,20,4,45,121,37,0,18,255.0,1305,32498,0,12,0,0,1252,32275469,117,0,0,43.0,128.0,152.0,217.0,285.0,158.0,198.0,124.0
2696,1883317,0,2,0.0,8,1,5,48,67,0,6,137.0,444,9216,0,4,0,0,319,32868991,0,0,0,42.0,90.0,79.0,58.0,44.0,38.0,46.0,47.0
2697,695749,3,71,0.0,5,0,32,34,76,0,16,237.0,209,6116,0,3,0,0,202,19811208,0,0,0,1.0,10.0,7.0,16.0,65.0,45.0,32.0,33.0
2698,0,14,53,41.0,5,69,49,25,33,0,95,384.0,251,2362,0,0,0,0,69,3458757,0,0,0,27.0,43.0,57.0,50.0,21.0,24.0,20.0,9.0
2699,449774,0,0,0.0,1,0,7,6,0,0,0,14.0,484,15246,0,3,0,0,493,21858947,0,0,0,16.0,31.0,93.0,99.0,50.0,59.0,80.0,56.0
2700,469556,0,313,0.0,3,74,35,5,422,0,70,922.0,552,11182,0,3,0,0,285,13850063,0,0,0,63.0,152.0,100.0,61.0,64.0,39.0,40.0,33.0
2701,542779,0,333,0.0,14,136,63,23,561,0,114,1244.0,318,8664,0,4,0,0,300,32049035,0,0,0,40.0,99.0,57.0,29.0,27.0,24.0,23.0,19.0
2702,5478571,0,0,0.0,0,0,0,0,0,0,0,0.0,170,5641,0,10,0,0,144,123003756,0,0,0,7.0,37.0,37.0,29.0,22.0,20.0,15.0,3.0
2703,860945,0,45,2.0,78,9,29,109,43,0,53,368.0,487,10665,0,1,0,0,348,30408773,0,0,0,84.0,120.0,61.0,56.0,56.0,69.0,23.0,18.0
2704,2365876,286,57,1226.0,39,83,53,59,34,0,63,1900.0,1254,36423,0,14,0,0,1079,87304729,439,849,0,151.0,229.0,222.0,226.0,180.0,117.0,83.0,46.0
2705,3230104,0,6,3.0,10,1,12,27,15,0,5,79.0,171,5625,0,7,0,0,130,207117498,0,0,0,21.0,33.0,24.0,21.0,34.0,14.0,10.0,14.0
2706,1199697,0,10,0.0,28,0,11,18,38,0,13,118.0,49,2457,0,6,0,0,43,14017722,0,0,0,10.0,9.0,12.0,4.0,7.0,3.0,1.0,3.0
2707,842902,74,0,35.0,0,0,0,0,0,0,0,109.0,248,5639,0,2,0,0,188,23997511,617,0,0,9.0,52.0,45.0,39.0,34.0,44.0,15.0,10.0
2708,2929786,227,0,0.0,0,0,0,0,0,0,0,227.0,794,16650,0,12,0,0,559,59396595,831,1203,0,111.0,174.0,77.0,70.0,124.0,107.0,86.0,45.0
2709,497215,1,27,24.0,7,10,6,21,7,0,4,107.0,1196,28719,0,8,0,0,967,37792187,0,0,0,67.0,190.0,247.0,204.0,187.0,137.0,110.0,54.0
2710,56925,0,102,0.0,7,90,26,7,223,0,87,542.0,1397,33499,0,1,0,0,1115,24245095,736,0,0,77.0,195.0,274.0,240.0,245.0,155.0,127.0,84.0
2711,781080,573,106,0.0,3,48,80,25,283,0,55,1173.0,731,18802,0,9,0,0,684,22389402,603,1378,0,55.0,116.0,98.0,80.0,148.0,114.0,66.0,54.0
2712,2074144,1,0,0.0,5,104,23,48,4,0,21,206.0,1512,37938,0,23,0,0,1509,17311195,0,0,0,81.0,114.0,212.0,251.0,285.0,234.0,189.0,146.0
2713,2418028,0,37,0.0,0,0,10,4,34,0,3,88.0,425,11992,0,14,0,0,425,30383793,0,0,0,6.0,32.0,19.0,21.0,130.0,87.0,55.0,75.0
2714,1405484,1,1,0.0,11,14,10,97,3,0,2,139.0,262,6534,0,7,0,0,179,34161020,0,0,0,55.0,44.0,40.0,44.0,26.0,22.0,21.0,10.0
2715,980585,1,2,0.0,8,4,9,71,3,0,2,100.0,491,12979,0,5,0,0,461,20271658,0,0,0,13.0,50.0,61.0,84.0,98.0,52.0,80.0,53.0
2716,19004,171,0,14.0,0,0,0,0,0,0,0,185.0,1206,29396,0,8,0,0,1189,15841740,513,0,0,64.0,151.0,187.0,227.0,205.0,130.0,137.0,105.0
