taz,tad,county,district,district_name,lat_taz,lon_taz,TAZ,lat_district,lon_district
1.0,22.0,King,7,Renton-FedWay-Kent,47.450179916104574,-122.30678317031352,1,47.401118,-122.226377
2.0,22.0,King,7,Renton-FedWay-Kent,47.450179916104574,-122.30678317031352,2,47.401118,-122.226377
3.0,22.0,King,7,Renton-FedWay-Kent,47.450179916104574,-122.30678317031352,3,47.401118,-122.226377
4.0,22.0,King,7,Renton-FedWay-Kent,47.450179916104574,-122.30678317031352,4,47.401118,-122.226377
5.0,22.0,King,7,Renton-FedWay-Kent,47.450179916104574,-122.30678317031352,5,47.401118,-122.226377
6.0,22.0,King,7,Renton-FedWay-Kent,47.450179916104574,-122.30678317031352,6,47.401118,-122.226377
7.0,22.0,King,7,Renton-FedWay-Kent,47.450179916104574,-122.30678317031352,7,47.401118,-122.226377
8.0,22.0,King,7,Renton-FedWay-Kent,47.450179916104574,-122.30678317031352,8,47.401118,-122.226377
9.0,22.0,King,7,Renton-FedWay-Kent,47.450179916104574,-122.30678317031352,9,47.401118,-122.226377
10.0,22.0,King,7,Renton-FedWay-Kent,47.48488725748251,-122.30768345670052,10,47.401118,-122.226377
11.0,22.0,King,7,Renton-FedWay-Kent,47.48537086732183,-122.29911172715452,11,47.401118,-122.226377
12.0,22.0,King,7,Renton-FedWay-Kent,47.450179916104574,-122.30678317031352,12,47.401118,-122.226377
13.0,22.0,King,7,Renton-FedWay-Kent,47.47801154854374,-122.29780749270004,13,47.401118,-122.226377
14.0,22.0,King,7,Renton-FedWay-Kent,47.47149991515914,-122.29607044495631,14,47.401118,-122.226377
15.0,22.0,King,7,Renton-FedWay-Kent,47.47187940953682,-122.30827021105443,15,47.401118,-122.226377
16.0,22.0,King,7,Renton-FedWay-Kent,47.47187940953682,-122.30827021105443,16,47.401118,-122.226377
17.0,22.0,King,7,Renton-FedWay-Kent,47.478204407810495,-122.30897133339018,17,47.401118,-122.226377
18.0,22.0,King,7,Renton-FedWay-Kent,47.478204407810495,-122.30897133339018,18,47.401118,-122.226377
19.0,22.0,King,7,Renton-FedWay-Kent,47.478204407810495,-122.30897133339018,19,47.401118,-122.226377
20.0,22.0,King,7,Renton-FedWay-Kent,47.47801154854374,-122.29780749270004,20,47.401118,-122.226377
21.0,22.0,King,7,Renton-FedWay-Kent,47.47149991515914,-122.29607044495631,21,47.401118,-122.226377
22.0,22.0,King,7,Renton-FedWay-Kent,47.47149991515914,-122.29607044495631,22,47.401118,-122.226377
23.0,22.0,King,7,Renton-FedWay-Kent,47.46644298967109,-122.29500753315573,23,47.401118,-122.226377
24.0,22.0,King,7,Renton-FedWay-Kent,47.46644298967109,-122.29500753315573,24,47.401118,-122.226377
25.0,22.0,King,7,Renton-FedWay-Kent,47.46644298967109,-122.29500753315573,25,47.401118,-122.226377
26.0,22.0,King,7,Renton-FedWay-Kent,47.450179916104574,-122.30678317031352,26,47.401118,-122.226377
27.0,22.0,King,7,Renton-FedWay-Kent,47.46677197173898,-122.31475266792376,27,47.401118,-122.226377
28.0,22.0,King,7,Renton-FedWay-Kent,47.47187940953682,-122.30827021105443,28,47.401118,-122.226377
29.0,22.0,King,7,Renton-FedWay-Kent,47.47801154854374,-122.29780749270004,29,47.401118,-122.226377
30.0,22.0,King,7,Renton-FedWay-Kent,47.47149991515914,-122.29607044495631,30,47.401118,-122.226377
31.0,21.0,King,5,West-South Seattle,47.45461587902132,-122.32134693850372,31,47.55116,-122.332714
32.0,22.0,King,7,Renton-FedWay-Kent,47.47187940953682,-122.30827021105443,32,47.401118,-122.226377
33.0,21.0,King,5,West-South Seattle,47.45461587902132,-122.32134693850372,33,47.55116,-122.332714
34.0,22.0,King,7,Renton-FedWay-Kent,47.46677197173898,-122.31475266792376,34,47.401118,-122.226377
35.0,22.0,King,7,Renton-FedWay-Kent,47.46677197173898,-122.31475266792376,35,47.401118,-122.226377
36.0,23.0,King,7,Renton-FedWay-Kent,47.4394943286892,-122.27079020218964,36,47.401118,-122.226377
37.0,23.0,King,7,Renton-FedWay-Kent,47.44788095780575,-122.27192624808744,37,47.401118,-122.226377
38.0,23.0,King,7,Renton-FedWay-Kent,47.45518533339199,-122.27219252477455,38,47.401118,-122.226377
39.0,22.0,King,7,Renton-FedWay-Kent,47.45477796214781,-122.28504178877256,39,47.401118,-122.226377
40.0,22.0,King,7,Renton-FedWay-Kent,47.45477796214781,-122.28504178877256,40,47.401118,-122.226377
41.0,22.0,King,7,Renton-FedWay-Kent,47.43991683373848,-122.28869352478986,41,47.401118,-122.226377
