TAZ,TAD,OldDistric,County,District,New DistrictName
500.0,10.0,12.0,King,4,Seattle CBD
501.0,10.0,12.0,King,4,Seattle CBD
502.0,10.0,12.0,King,4,Seattle CBD
503.0,10.0,12.0,King,4,Seattle CBD
504.0,10.0,12.0,King,4,Seattle CBD
505.0,10.0,12.0,King,4,Seattle CBD
506.0,10.0,12.0,King,4,Seattle CBD
507.0,10.0,12.0,King,4,Seattle CBD
508.0,10.0,12.0,King,4,Seattle CBD
509.0,10.0,12.0,King,4,Seattle CBD
510.0,10.0,12.0,King,4,Seattle CBD
511.0,10.0,12.0,King,4,Seattle CBD
512.0,10.0,12.0,King,4,Seattle CBD
513.0,10.0,12.0,King,4,Seattle CBD
514.0,10.0,12.0,King,4,Seattle CBD
515.0,9.0,12.0,King,4,Seattle CBD
516.0,9.0,12.0,King,4,Seattle CBD
517.0,9.0,12.0,King,4,Seattle CBD
518.0,9.0,12.0,King,4,Seattle CBD
519.0,9.0,12.0,King,4,Seattle CBD
520.0,9.0,12.0,King,4,Seattle CBD
521.0,9.0,12.0,King,4,Seattle CBD
522.0,9.0,12.0,King,4,Seattle CBD
523.0,8.0,12.0,King,4,Seattle CBD
524.0,8.0,12.0,King,4,Seattle CBD
525.0,8.0,12.0,King,4,Seattle CBD
526.0,8.0,12.0,King,4,Seattle CBD
527.0,8.0,12.0,King,4,Seattle CBD
528.0,8.0,12.0,King,4,Seattle CBD
529.0,8.0,12.0,King,4,Seattle CBD
530.0,9.0,12.0,King,4,Seattle CBD
531.0,9.0,12.0,King,4,Seattle CBD
532.0,9.0,12.0,King,4,Seattle CBD
533.0,9.0,12.0,King,4,Seattle CBD
534.0,9.0,12.0,King,4,Seattle CBD
535.0,9.0,12.0,King,4,Seattle CBD
536.0,9.0,12.0,King,4,Seattle CBD
537.0,9.0,12.0,King,4,Seattle CBD
538.0,9.0,12.0,King,4,Seattle CBD
539.0,9.0,12.0,King,4,Seattle CBD
540.0,9.0,12.0,King,4,Seattle CBD
541.0,10.0,12.0,King,4,Seattle CBD
542.0,10.0,12.0,King,4,Seattle CBD
543.0,10.0,12.0,King,4,Seattle CBD
544.0,10.0,12.0,King,4,Seattle CBD
545.0,10.0,12.0,King,4,Seattle CBD
546.0,10.0,12.0,King,4,Seattle CBD
547.0,10.0,12.0,King,4,Seattle CBD
548.0,10.0,12.0,King,4,Seattle CBD
549.0,10.0,12.0,King,4,Seattle CBD
550.0,10.0,12.0,King,4,Seattle CBD
551.0,13.0,12.0,King,4,Seattle CBD
552.0,13.0,12.0,King,4,Seattle CBD
553.0,13.0,12.0,King,4,Seattle CBD
554.0,13.0,12.0,King,4,Seattle CBD
555.0,13.0,12.0,King,4,Seattle CBD
556.0,13.0,12.0,King,4,Seattle CBD
557.0,13.0,12.0,King,4,Seattle CBD
558.0,13.0,12.0,King,4,Seattle CBD
559.0,12.0,12.0,King,4,Seattle CBD
560.0,12.0,12.0,King,4,Seattle CBD
561.0,12.0,12.0,King,4,Seattle CBD
562.0,12.0,12.0,King,4,Seattle CBD
563.0,12.0,12.0,King,4,Seattle CBD
564.0,9.0,12.0,King,4,Seattle CBD
565.0,9.0,12.0,King,4,Seattle CBD
566.0,9.0,12.0,King,4,Seattle CBD
567.0,9.0,12.0,King,4,Seattle CBD
568.0,9.0,12.0,King,4,Seattle CBD
569.0,9.0,12.0,King,4,Seattle CBD
570.0,9.0,12.0,King,4,Seattle CBD
571.0,9.0,12.0,King,4,Seattle CBD
572.0,9.0,12.0,King,4,Seattle CBD
573.0,9.0,12.0,King,4,Seattle CBD
574.0,9.0,12.0,King,4,Seattle CBD
575.0,9.0,12.0,King,4,Seattle CBD
576.0,9.0,12.0,King,4,Seattle CBD
577.0,9.0,12.0,King,4,Seattle CBD
578.0,8.0,12.0,King,4,Seattle CBD
579.0,11.0,11.0,King,4,Seattle CBD
580.0,11.0,11.0,King,4,Seattle CBD
581.0,11.0,11.0,King,4,Seattle CBD
582.0,11.0,11.0,King,4,Seattle CBD
583.0,11.0,11.0,King,4,Seattle CBD
584.0,11.0,11.0,King,4,Seattle CBD
585.0,11.0,11.0,King,4,Seattle CBD
586.0,11.0,11.0,King,4,Seattle CBD
587.0,11.0,11.0,King,4,Seattle CBD
588.0,11.0,11.0,King,4,Seattle CBD
589.0,11.0,11.0,King,4,Seattle CBD
590.0,11.0,11.0,King,4,Seattle CBD
591.0,11.0,11.0,King,4,Seattle CBD
592.0,11.0,11.0,King,4,Seattle CBD
593.0,11.0,11.0,King,4,Seattle CBD
594.0,11.0,11.0,King,4,Seattle CBD
595.0,11.0,11.0,King,4,Seattle CBD
596.0,11.0,11.0,King,4,Seattle CBD
597.0,11.0,11.0,King,4,Seattle CBD
598.0,11.0,11.0,King,4,Seattle CBD
599.0,11.0,11.0,King,4,Seattle CBD
600.0,11.0,11.0,King,4,Seattle CBD
601.0,11.0,11.0,King,4,Seattle CBD
602.0,11.0,11.0,King,4,Seattle CBD
603.0,11.0,11.0,King,4,Seattle CBD
604.0,11.0,11.0,King,4,Seattle CBD
605.0,11.0,11.0,King,4,Seattle CBD
606.0,11.0,11.0,King,4,Seattle CBD
607.0,11.0,11.0,King,4,Seattle CBD
608.0,11.0,11.0,King,4,Seattle CBD
609.0,11.0,11.0,King,4,Seattle CBD
610.0,11.0,11.0,King,4,Seattle CBD
611.0,11.0,11.0,King,4,Seattle CBD
612.0,11.0,11.0,King,4,Seattle CBD
613.0,11.0,11.0,King,4,Seattle CBD
614.0,11.0,11.0,King,4,Seattle CBD
615.0,11.0,11.0,King,4,Seattle CBD
616.0,11.0,11.0,King,4,Seattle CBD
617.0,11.0,11.0,King,4,Seattle CBD
618.0,11.0,11.0,King,4,Seattle CBD
619.0,11.0,11.0,King,4,Seattle CBD
620.0,11.0,11.0,King,4,Seattle CBD
621.0,11.0,11.0,King,4,Seattle CBD
622.0,11.0,11.0,King,4,Seattle CBD
623.0,11.0,11.0,King,4,Seattle CBD
624.0,11.0,11.0,King,4,Seattle CBD
625.0,11.0,11.0,King,4,Seattle CBD
626.0,11.0,11.0,King,4,Seattle CBD
627.0,11.0,11.0,King,4,Seattle CBD
628.0,11.0,11.0,King,4,Seattle CBD
629.0,11.0,11.0,King,4,Seattle CBD
630.0,11.0,11.0,King,4,Seattle CBD
631.0,11.0,11.0,King,4,Seattle CBD
632.0,11.0,11.0,King,4,Seattle CBD
633.0,11.0,11.0,King,4,Seattle CBD
634.0,11.0,11.0,King,4,Seattle CBD
635.0,11.0,11.0,King,4,Seattle CBD
636.0,11.0,11.0,King,4,Seattle CBD
637.0,11.0,11.0,King,4,Seattle CBD
638.0,11.0,11.0,King,4,Seattle CBD
639.0,11.0,11.0,King,4,Seattle CBD
640.0,11.0,11.0,King,4,Seattle CBD
641.0,11.0,11.0,King,4,Seattle CBD
642.0,11.0,11.0,King,4,Seattle CBD
643.0,11.0,11.0,King,4,Seattle CBD
644.0,11.0,11.0,King,4,Seattle CBD
645.0,11.0,11.0,King,4,Seattle CBD
646.0,11.0,11.0,King,4,Seattle CBD
647.0,11.0,11.0,King,4,Seattle CBD
648.0,11.0,11.0,King,4,Seattle CBD
649.0,11.0,11.0,King,4,Seattle CBD
650.0,11.0,11.0,King,4,Seattle CBD
651.0,11.0,11.0,King,4,Seattle CBD
652.0,11.0,11.0,King,4,Seattle CBD
653.0,11.0,11.0,King,4,Seattle CBD
654.0,11.0,11.0,King,4,Seattle CBD
655.0,11.0,11.0,King,4,Seattle CBD
656.0,11.0,11.0,King,4,Seattle CBD
657.0,11.0,11.0,King,4,Seattle CBD
658.0,11.0,11.0,King,4,Seattle CBD
659.0,11.0,11.0,King,4,Seattle CBD
660.0,11.0,11.0,King,4,Seattle CBD
661.0,11.0,11.0,King,4,Seattle CBD
662.0,11.0,11.0,King,4,Seattle CBD
663.0,11.0,11.0,King,4,Seattle CBD
664.0,11.0,11.0,King,4,Seattle CBD
665.0,11.0,11.0,King,4,Seattle CBD
666.0,11.0,11.0,King,4,Seattle CBD
667.0,11.0,11.0,King,4,Seattle CBD
668.0,11.0,11.0,King,4,Seattle CBD
669.0,11.0,11.0,King,4,Seattle CBD
670.0,11.0,11.0,King,4,Seattle CBD
671.0,11.0,11.0,King,4,Seattle CBD
672.0,11.0,11.0,King,4,Seattle CBD
673.0,11.0,11.0,King,4,Seattle CBD
674.0,11.0,11.0,King,4,Seattle CBD
675.0,11.0,11.0,King,4,Seattle CBD
676.0,11.0,11.0,King,4,Seattle CBD
677.0,11.0,11.0,King,4,Seattle CBD
678.0,11.0,11.0,King,4,Seattle CBD
679.0,11.0,11.0,King,4,Seattle CBD
680.0,11.0,11.0,King,4,Seattle CBD
681.0,12.0,12.0,King,4,Seattle CBD
682.0,12.0,12.0,King,4,Seattle CBD
683.0,12.0,12.0,King,4,Seattle CBD
684.0,12.0,12.0,King,4,Seattle CBD
685.0,12.0,12.0,King,4,Seattle CBD
686.0,12.0,12.0,King,4,Seattle CBD
687.0,12.0,12.0,King,4,Seattle CBD
688.0,12.0,12.0,King,4,Seattle CBD
689.0,13.0,12.0,King,4,Seattle CBD
690.0,13.0,12.0,King,4,Seattle CBD
691.0,13.0,12.0,King,4,Seattle CBD
692.0,13.0,12.0,King,4,Seattle CBD
693.0,13.0,12.0,King,4,Seattle CBD
694.0,13.0,12.0,King,4,Seattle CBD
695.0,13.0,12.0,King,4,Seattle CBD
696.0,13.0,12.0,King,4,Seattle CBD
697.0,13.0,12.0,King,4,Seattle CBD
698.0,13.0,12.0,King,4,Seattle CBD
699.0,12.0,12.0,King,4,Seattle CBD
700.0,12.0,12.0,King,4,Seattle CBD
701.0,12.0,12.0,King,4,Seattle CBD
702.0,12.0,12.0,King,4,Seattle CBD
703.0,12.0,12.0,King,4,Seattle CBD
704.0,12.0,12.0,King,4,Seattle CBD
705.0,12.0,12.0,King,4,Seattle CBD
706.0,12.0,12.0,King,4,Seattle CBD
707.0,12.0,12.0,King,4,Seattle CBD
708.0,12.0,12.0,King,4,Seattle CBD
709.0,12.0,12.0,King,4,Seattle CBD
710.0,12.0,12.0,King,4,Seattle CBD
711.0,12.0,12.0,King,4,Seattle CBD
712.0,12.0,12.0,King,4,Seattle CBD
713.0,12.0,12.0,King,4,Seattle CBD
714.0,12.0,12.0,King,4,Seattle CBD
715.0,12.0,12.0,King,4,Seattle CBD
716.0,12.0,12.0,King,4,Seattle CBD
717.0,12.0,12.0,King,4,Seattle CBD
718.0,12.0,12.0,King,4,Seattle CBD
719.0,12.0,12.0,King,4,Seattle CBD
720.0,13.0,12.0,King,4,Seattle CBD
721.0,13.0,12.0,King,4,Seattle CBD
722.0,13.0,12.0,King,4,Seattle CBD
723.0,13.0,12.0,King,4,Seattle CBD
724.0,13.0,12.0,King,4,Seattle CBD
725.0,13.0,12.0,King,4,Seattle CBD
726.0,13.0,12.0,King,4,Seattle CBD
727.0,13.0,12.0,King,4,Seattle CBD
728.0,13.0,12.0,King,4,Seattle CBD
729.0,13.0,12.0,King,4,Seattle CBD
730.0,13.0,12.0,King,4,Seattle CBD
731.0,13.0,12.0,King,4,Seattle CBD
732.0,13.0,12.0,King,4,Seattle CBD
733.0,13.0,12.0,King,4,Seattle CBD
734.0,13.0,12.0,King,4,Seattle CBD
735.0,13.0,12.0,King,4,Seattle CBD
736.0,12.0,12.0,King,4,Seattle CBD
737.0,12.0,12.0,King,4,Seattle CBD
738.0,12.0,12.0,King,4,Seattle CBD
739.0,12.0,12.0,King,4,Seattle CBD
740.0,12.0,12.0,King,4,Seattle CBD
741.0,12.0,12.0,King,4,Seattle CBD
742.0,12.0,12.0,King,4,Seattle CBD
743.0,12.0,12.0,King,4,Seattle CBD
744.0,11.0,11.0,King,4,Seattle CBD
745.0,11.0,11.0,King,4,Seattle CBD
746.0,11.0,11.0,King,4,Seattle CBD
747.0,11.0,11.0,King,4,Seattle CBD
748.0,11.0,11.0,King,4,Seattle CBD
749.0,11.0,11.0,King,4,Seattle CBD
750.0,13.0,10.0,King,4,Seattle CBD
751.0,13.0,10.0,King,4,Seattle CBD
752.0,13.0,10.0,King,4,Seattle CBD
753.0,13.0,10.0,King,4,Seattle CBD
754.0,13.0,10.0,King,4,Seattle CBD
755.0,13.0,10.0,King,4,Seattle CBD
756.0,13.0,10.0,King,4,Seattle CBD
757.0,13.0,10.0,King,4,Seattle CBD
758.0,13.0,10.0,King,4,Seattle CBD
759.0,13.0,10.0,King,4,Seattle CBD
760.0,13.0,10.0,King,4,Seattle CBD
761.0,11.0,11.0,King,4,Seattle CBD
762.0,11.0,11.0,King,4,Seattle CBD
763.0,11.0,11.0,King,4,Seattle CBD
764.0,14.0,10.0,King,5,West-South Seattle
765.0,14.0,11.0,King,5,West-South Seattle
766.0,14.0,11.0,King,5,West-South Seattle
767.0,14.0,10.0,King,5,West-South Seattle
768.0,14.0,10.0,King,5,West-South Seattle
769.0,14.0,10.0,King,5,West-South Seattle
770.0,14.0,10.0,King,5,West-South Seattle
771.0,14.0,10.0,King,5,West-South Seattle
772.0,13.0,10.0,King,4,Seattle CBD
773.0,13.0,10.0,King,4,Seattle CBD
774.0,13.0,10.0,King,4,Seattle CBD
775.0,14.0,10.0,King,5,West-South Seattle
776.0,14.0,10.0,King,5,West-South Seattle
777.0,14.0,10.0,King,5,West-South Seattle
778.0,14.0,10.0,King,5,West-South Seattle
779.0,14.0,10.0,King,5,West-South Seattle
780.0,14.0,10.0,King,5,West-South Seattle
781.0,14.0,10.0,King,5,West-South Seattle
782.0,14.0,10.0,King,5,West-South Seattle
783.0,14.0,10.0,King,5,West-South Seattle
784.0,14.0,10.0,King,5,West-South Seattle
785.0,14.0,10.0,King,5,West-South Seattle
786.0,14.0,10.0,King,5,West-South Seattle
787.0,14.0,10.0,King,5,West-South Seattle
788.0,14.0,10.0,King,5,West-South Seattle
789.0,14.0,10.0,King,5,West-South Seattle
790.0,14.0,10.0,King,5,West-South Seattle
791.0,14.0,10.0,King,5,West-South Seattle
792.0,14.0,10.0,King,5,West-South Seattle
793.0,14.0,10.0,King,5,West-South Seattle
794.0,14.0,10.0,King,5,West-South Seattle
795.0,14.0,10.0,King,5,West-South Seattle
796.0,14.0,10.0,King,5,West-South Seattle
797.0,14.0,10.0,King,5,West-South Seattle
798.0,14.0,10.0,King,5,West-South Seattle
799.0,14.0,10.0,King,5,West-South Seattle
800.0,14.0,10.0,King,5,West-South Seattle
801.0,14.0,10.0,King,5,West-South Seattle
802.0,14.0,10.0,King,5,West-South Seattle
803.0,14.0,10.0,King,5,West-South Seattle
804.0,14.0,10.0,King,5,West-South Seattle
805.0,14.0,10.0,King,5,West-South Seattle
806.0,14.0,10.0,King,5,West-South Seattle
807.0,14.0,10.0,King,5,West-South Seattle
808.0,16.0,10.0,King,5,West-South Seattle
809.0,16.0,10.0,King,5,West-South Seattle
810.0,15.0,10.0,King,5,West-South Seattle
811.0,15.0,10.0,King,5,West-South Seattle
812.0,15.0,10.0,King,5,West-South Seattle
813.0,15.0,10.0,King,5,West-South Seattle
814.0,15.0,10.0,King,5,West-South Seattle
815.0,15.0,10.0,King,5,West-South Seattle
816.0,15.0,10.0,King,5,West-South Seattle
817.0,15.0,10.0,King,5,West-South Seattle
818.0,15.0,10.0,King,5,West-South Seattle
819.0,16.0,10.0,King,5,West-South Seattle
820.0,16.0,10.0,King,5,West-South Seattle
821.0,15.0,10.0,King,5,West-South Seattle
822.0,15.0,10.0,King,5,West-South Seattle
823.0,15.0,10.0,King,5,West-South Seattle
824.0,15.0,10.0,King,5,West-South Seattle
825.0,15.0,10.0,King,5,West-South Seattle
826.0,15.0,10.0,King,5,West-South Seattle
827.0,15.0,10.0,King,5,West-South Seattle
828.0,15.0,10.0,King,5,West-South Seattle
829.0,15.0,10.0,King,5,West-South Seattle
830.0,15.0,10.0,King,5,West-South Seattle
831.0,15.0,10.0,King,5,West-South Seattle
832.0,15.0,10.0,King,5,West-South Seattle
833.0,16.0,10.0,King,5,West-South Seattle
834.0,16.0,10.0,King,5,West-South Seattle
835.0,16.0,10.0,King,5,West-South Seattle
836.0,16.0,10.0,King,5,West-South Seattle
837.0,16.0,10.0,King,5,West-South Seattle
838.0,14.0,10.0,King,5,West-South Seattle
839.0,14.0,10.0,King,5,West-South Seattle
840.0,14.0,10.0,King,5,West-South Seattle
841.0,14.0,10.0,King,5,West-South Seattle
842.0,14.0,10.0,King,5,West-South Seattle
843.0,14.0,10.0,King,5,West-South Seattle
844.0,14.0,10.0,King,5,West-South Seattle
845.0,14.0,10.0,King,5,West-South Seattle
846.0,14.0,10.0,King,5,West-South Seattle
847.0,14.0,10.0,King,5,West-South Seattle
848.0,14.0,10.0,King,5,West-South Seattle
849.0,14.0,10.0,King,5,West-South Seattle
850.0,14.0,10.0,King,5,West-South Seattle
851.0,14.0,10.0,King,5,West-South Seattle
852.0,17.0,10.0,King,5,West-South Seattle
853.0,17.0,10.0,King,5,West-South Seattle
854.0,17.0,10.0,King,5,West-South Seattle
855.0,17.0,10.0,King,5,West-South Seattle
856.0,17.0,10.0,King,5,West-South Seattle
857.0,17.0,10.0,King,5,West-South Seattle
858.0,17.0,10.0,King,5,West-South Seattle
859.0,14.0,10.0,King,5,West-South Seattle
860.0,14.0,10.0,King,5,West-South Seattle
861.0,14.0,10.0,King,5,West-South Seattle
862.0,14.0,10.0,King,5,West-South Seattle
863.0,16.0,10.0,King,5,West-South Seattle
864.0,16.0,10.0,King,5,West-South Seattle
865.0,16.0,10.0,King,5,West-South Seattle
866.0,15.0,10.0,King,5,West-South Seattle
867.0,15.0,10.0,King,5,West-South Seattle
868.0,15.0,10.0,King,5,West-South Seattle
869.0,15.0,10.0,King,5,West-South Seattle
870.0,15.0,10.0,King,5,West-South Seattle
871.0,15.0,10.0,King,5,West-South Seattle
872.0,15.0,10.0,King,5,West-South Seattle
873.0,15.0,10.0,King,5,West-South Seattle
874.0,15.0,10.0,King,5,West-South Seattle
875.0,15.0,10.0,King,5,West-South Seattle
876.0,15.0,10.0,King,5,West-South Seattle
877.0,15.0,10.0,King,5,West-South Seattle
878.0,15.0,10.0,King,5,West-South Seattle
879.0,15.0,10.0,King,5,West-South Seattle
880.0,15.0,10.0,King,5,West-South Seattle
881.0,15.0,10.0,King,5,West-South Seattle
882.0,15.0,10.0,King,5,West-South Seattle
883.0,15.0,10.0,King,5,West-South Seattle
884.0,15.0,10.0,King,5,West-South Seattle
885.0,16.0,10.0,King,5,West-South Seattle
886.0,16.0,10.0,King,5,West-South Seattle
887.0,16.0,10.0,King,5,West-South Seattle
888.0,16.0,10.0,King,5,West-South Seattle
889.0,16.0,10.0,King,5,West-South Seattle
890.0,16.0,10.0,King,5,West-South Seattle
891.0,16.0,10.0,King,5,West-South Seattle
892.0,17.0,10.0,King,5,West-South Seattle
893.0,17.0,10.0,King,5,West-South Seattle
894.0,17.0,10.0,King,5,West-South Seattle
895.0,17.0,10.0,King,5,West-South Seattle
896.0,17.0,10.0,King,5,West-South Seattle
897.0,17.0,10.0,King,5,West-South Seattle
898.0,17.0,10.0,King,5,West-South Seattle
899.0,17.0,10.0,King,5,West-South Seattle
900.0,17.0,10.0,King,5,West-South Seattle
901.0,17.0,10.0,King,5,West-South Seattle
902.0,17.0,10.0,King,5,West-South Seattle
903.0,17.0,10.0,King,5,West-South Seattle
904.0,17.0,10.0,King,5,West-South Seattle
905.0,17.0,10.0,King,5,West-South Seattle
906.0,17.0,10.0,King,5,West-South Seattle
907.0,17.0,10.0,King,5,West-South Seattle
908.0,17.0,10.0,King,5,West-South Seattle
909.0,17.0,10.0,King,5,West-South Seattle
910.0,17.0,10.0,King,5,West-South Seattle
911.0,17.0,10.0,King,5,West-South Seattle
912.0,17.0,10.0,King,5,West-South Seattle
913.0,17.0,10.0,King,5,West-South Seattle
914.0,17.0,10.0,King,5,West-South Seattle
915.0,16.0,10.0,King,5,West-South Seattle
916.0,16.0,10.0,King,5,West-South Seattle
917.0,15.0,10.0,King,5,West-South Seattle
918.0,15.0,10.0,King,5,West-South Seattle
919.0,15.0,10.0,King,5,West-South Seattle
920.0,15.0,10.0,King,5,West-South Seattle
921.0,15.0,10.0,King,5,West-South Seattle
922.0,15.0,10.0,King,5,West-South Seattle
923.0,15.0,10.0,King,5,West-South Seattle
924.0,15.0,10.0,King,5,West-South Seattle
925.0,15.0,10.0,King,5,West-South Seattle
926.0,15.0,10.0,King,5,West-South Seattle
927.0,15.0,10.0,King,5,West-South Seattle
928.0,15.0,10.0,King,5,West-South Seattle
929.0,16.0,10.0,King,5,West-South Seattle
930.0,16.0,10.0,King,5,West-South Seattle
931.0,16.0,10.0,King,5,West-South Seattle
932.0,16.0,10.0,King,5,West-South Seattle
933.0,16.0,10.0,King,5,West-South Seattle
934.0,16.0,10.0,King,5,West-South Seattle
935.0,16.0,10.0,King,5,West-South Seattle
936.0,16.0,10.0,King,5,West-South Seattle
937.0,16.0,10.0,King,5,West-South Seattle
938.0,17.0,10.0,King,5,West-South Seattle
939.0,17.0,10.0,King,5,West-South Seattle
940.0,17.0,10.0,King,5,West-South Seattle
941.0,17.0,10.0,King,5,West-South Seattle
942.0,17.0,10.0,King,5,West-South Seattle
943.0,17.0,10.0,King,5,West-South Seattle
944.0,17.0,10.0,King,5,West-South Seattle
945.0,17.0,10.0,King,5,West-South Seattle
946.0,17.0,10.0,King,5,West-South Seattle
947.0,17.0,10.0,King,5,West-South Seattle
948.0,17.0,10.0,King,5,West-South Seattle
949.0,17.0,10.0,King,5,West-South Seattle
950.0,17.0,10.0,King,5,West-South Seattle
951.0,17.0,10.0,King,5,West-South Seattle
952.0,17.0,10.0,King,5,West-South Seattle
953.0,17.0,10.0,King,5,West-South Seattle
954.0,17.0,10.0,King,5,West-South Seattle
955.0,17.0,10.0,King,5,West-South Seattle
956.0,17.0,10.0,King,5,West-South Seattle
957.0,17.0,10.0,King,5,West-South Seattle
958.0,17.0,10.0,King,5,West-South Seattle
959.0,17.0,10.0,King,5,West-South Seattle
960.0,17.0,10.0,King,5,West-South Seattle
961.0,17.0,10.0,King,5,West-South Seattle
962.0,16.0,10.0,King,5,West-South Seattle
963.0,16.0,10.0,King,5,West-South Seattle
964.0,16.0,10.0,King,5,West-South Seattle
965.0,16.0,10.0,King,5,West-South Seattle
966.0,16.0,10.0,King,5,West-South Seattle
967.0,15.0,10.0,King,5,West-South Seattle
968.0,15.0,10.0,King,5,West-South Seattle
969.0,15.0,10.0,King,5,West-South Seattle
970.0,15.0,10.0,King,5,West-South Seattle
971.0,15.0,10.0,King,5,West-South Seattle
972.0,15.0,10.0,King,5,West-South Seattle
973.0,15.0,10.0,King,5,West-South Seattle
974.0,15.0,10.0,King,5,West-South Seattle
975.0,15.0,10.0,King,5,West-South Seattle
976.0,17.0,10.0,King,5,West-South Seattle
977.0,17.0,10.0,King,5,West-South Seattle
978.0,17.0,10.0,King,5,West-South Seattle
979.0,17.0,10.0,King,5,West-South Seattle
980.0,17.0,10.0,King,5,West-South Seattle
981.0,17.0,10.0,King,5,West-South Seattle
982.0,17.0,10.0,King,5,West-South Seattle
983.0,17.0,10.0,King,5,West-South Seattle
984.0,17.0,10.0,King,5,West-South Seattle
985.0,17.0,10.0,King,5,West-South Seattle
986.0,17.0,10.0,King,5,West-South Seattle
987.0,17.0,10.0,King,5,West-South Seattle
988.0,17.0,10.0,King,5,West-South Seattle
989.0,17.0,10.0,King,5,West-South Seattle
990.0,17.0,10.0,King,5,West-South Seattle
991.0,17.0,10.0,King,5,West-South Seattle
992.0,17.0,10.0,King,5,West-South Seattle
993.0,18.0,6.0,King,5,West-South Seattle
994.0,18.0,6.0,King,5,West-South Seattle
995.0,18.0,6.0,King,5,West-South Seattle
996.0,18.0,6.0,King,5,West-South Seattle
997.0,18.0,6.0,King,5,West-South Seattle
998.0,18.0,6.0,King,5,West-South Seattle
999.0,18.0,6.0,King,5,West-South Seattle
1000.0,18.0,6.0,King,5,West-South Seattle
1001.0,18.0,6.0,King,5,West-South Seattle
1002.0,18.0,6.0,King,5,West-South Seattle
1003.0,18.0,6.0,King,5,West-South Seattle
1004.0,19.0,6.0,King,7,Renton-FedWay-Kent
1005.0,19.0,6.0,King,7,Renton-FedWay-Kent
1006.0,19.0,6.0,King,7,Renton-FedWay-Kent
1007.0,19.0,6.0,King,7,Renton-FedWay-Kent
1008.0,19.0,6.0,King,7,Renton-FedWay-Kent
1009.0,20.0,6.0,King,7,Renton-FedWay-Kent
1010.0,20.0,6.0,King,7,Renton-FedWay-Kent
1011.0,19.0,6.0,King,7,Renton-FedWay-Kent
1012.0,19.0,6.0,King,7,Renton-FedWay-Kent
1013.0,19.0,6.0,King,7,Renton-FedWay-Kent
1014.0,19.0,6.0,King,7,Renton-FedWay-Kent
1015.0,19.0,6.0,King,7,Renton-FedWay-Kent
1016.0,19.0,6.0,King,7,Renton-FedWay-Kent
1017.0,19.0,6.0,King,7,Renton-FedWay-Kent
1018.0,18.0,6.0,King,5,West-South Seattle
1019.0,18.0,6.0,King,5,West-South Seattle
1020.0,18.0,6.0,King,5,West-South Seattle
1021.0,18.0,6.0,King,5,West-South Seattle
1022.0,18.0,6.0,King,5,West-South Seattle
1023.0,18.0,6.0,King,5,West-South Seattle
1024.0,18.0,6.0,King,5,West-South Seattle
1025.0,18.0,6.0,King,5,West-South Seattle
1026.0,18.0,6.0,King,5,West-South Seattle
1027.0,18.0,6.0,King,5,West-South Seattle
1028.0,18.0,6.0,King,5,West-South Seattle
1029.0,19.0,6.0,King,7,Renton-FedWay-Kent
1030.0,19.0,6.0,King,7,Renton-FedWay-Kent
1031.0,19.0,6.0,King,7,Renton-FedWay-Kent
1032.0,20.0,6.0,King,7,Renton-FedWay-Kent
1033.0,20.0,6.0,King,7,Renton-FedWay-Kent
1034.0,20.0,6.0,King,7,Renton-FedWay-Kent
1035.0,20.0,6.0,King,7,Renton-FedWay-Kent
1036.0,20.0,6.0,King,7,Renton-FedWay-Kent
1037.0,20.0,6.0,King,7,Renton-FedWay-Kent
1038.0,20.0,6.0,King,7,Renton-FedWay-Kent
1039.0,20.0,6.0,King,7,Renton-FedWay-Kent
1040.0,20.0,6.0,King,7,Renton-FedWay-Kent
1041.0,20.0,6.0,King,7,Renton-FedWay-Kent
1042.0,20.0,6.0,King,7,Renton-FedWay-Kent
1043.0,23.0,6.0,King,7,Renton-FedWay-Kent
1044.0,23.0,6.0,King,7,Renton-FedWay-Kent
1045.0,19.0,6.0,King,7,Renton-FedWay-Kent
1046.0,19.0,6.0,King,7,Renton-FedWay-Kent
1047.0,19.0,6.0,King,7,Renton-FedWay-Kent
1048.0,21.0,6.0,King,5,West-South Seattle
1049.0,21.0,6.0,King,5,West-South Seattle
1050.0,21.0,6.0,King,5,West-South Seattle
1051.0,21.0,6.0,King,5,West-South Seattle
1052.0,21.0,6.0,King,5,West-South Seattle
1053.0,21.0,6.0,King,5,West-South Seattle
1054.0,21.0,6.0,King,5,West-South Seattle
1055.0,21.0,6.0,King,5,West-South Seattle
1056.0,21.0,6.0,King,5,West-South Seattle
1057.0,21.0,6.0,King,5,West-South Seattle
1058.0,19.0,6.0,King,7,Renton-FedWay-Kent
1059.0,23.0,6.0,King,7,Renton-FedWay-Kent
1060.0,20.0,6.0,King,7,Renton-FedWay-Kent
1061.0,20.0,6.0,King,7,Renton-FedWay-Kent
1062.0,20.0,6.0,King,7,Renton-FedWay-Kent
1063.0,20.0,6.0,King,7,Renton-FedWay-Kent
1064.0,20.0,6.0,King,7,Renton-FedWay-Kent
1065.0,20.0,6.0,King,7,Renton-FedWay-Kent
1066.0,20.0,6.0,King,7,Renton-FedWay-Kent
1067.0,20.0,6.0,King,7,Renton-FedWay-Kent
1068.0,20.0,6.0,King,7,Renton-FedWay-Kent
