TAZ,TAD,OldDistric,County,District,New DistrictName
78.0,22.0,6.0,King,7,Renton-FedWay-Kent
79.0,22.0,6.0,King,7,Renton-FedWay-Kent
80.0,22.0,6.0,King,7,Renton-FedWay-Kent
81.0,22.0,6.0,King,7,Renton-FedWay-Kent
82.0,22.0,6.0,King,7,Renton-FedWay-Kent
83.0,22.0,6.0,King,7,Renton-FedWay-Kent
84.0,22.0,6.0,King,7,Renton-FedWay-Kent
85.0,23.0,5.0,King,7,Renton-FedWay-Kent
86.0,23.0,5.0,King,7,Renton-FedWay-Kent
87.0,23.0,5.0,King,7,Renton-FedWay-Kent
88.0,22.0,6.0,King,7,Renton-FedWay-Kent
89.0,22.0,6.0,King,7,Renton-FedWay-Kent
90.0,22.0,6.0,King,7,Renton-FedWay-Kent
91.0,22.0,6.0,King,7,Renton-FedWay-Kent
92.0,22.0,6.0,King,7,Renton-FedWay-Kent
93.0,22.0,6.0,King,7,Renton-FedWay-Kent
94.0,22.0,6.0,King,7,Renton-FedWay-Kent
95.0,22.0,6.0,King,7,Renton-FedWay-Kent
96.0,22.0,6.0,King,7,Renton-FedWay-Kent
97.0,22.0,6.0,King,7,Renton-FedWay-Kent
98.0,22.0,6.0,King,7,Renton-FedWay-Kent
99.0,22.0,6.0,King,7,Renton-FedWay-Kent
100.0,22.0,6.0,King,7,Renton-FedWay-Kent
101.0,22.0,6.0,King,7,Renton-FedWay-Kent
102.0,22.0,6.0,King,7,Renton-FedWay-Kent
103.0,21.0,6.0,King,5,West-South Seattle
104.0,22.0,6.0,King,7,Renton-FedWay-Kent
105.0,23.0,5.0,King,7,Renton-FedWay-Kent
106.0,23.0,5.0,King,7,Renton-FedWay-Kent
107.0,19.0,6.0,King,7,Renton-FedWay-Kent
108.0,19.0,6.0,King,7,Renton-FedWay-Kent
109.0,19.0,6.0,King,7,Renton-FedWay-Kent
110.0,19.0,6.0,King,7,Renton-FedWay-Kent
111.0,19.0,6.0,King,7,Renton-FedWay-Kent
112.0,19.0,6.0,King,7,Renton-FedWay-Kent
113.0,19.0,6.0,King,7,Renton-FedWay-Kent
114.0,19.0,6.0,King,7,Renton-FedWay-Kent
115.0,22.0,6.0,King,7,Renton-FedWay-Kent
116.0,19.0,6.0,King,7,Renton-FedWay-Kent
117.0,22.0,6.0,King,7,Renton-FedWay-Kent
118.0,22.0,6.0,King,7,Renton-FedWay-Kent
119.0,22.0,6.0,King,7,Renton-FedWay-Kent
120.0,19.0,6.0,King,7,Renton-FedWay-Kent
121.0,22.0,6.0,King,7,Renton-FedWay-Kent
122.0,21.0,6.0,King,5,West-South Seattle
123.0,21.0,6.0,King,5,West-South Seattle
124.0,21.0,6.0,King,5,West-South Seattle
125.0,21.0,6.0,King,5,West-South Seattle
126.0,21.0,6.0,King,5,West-South Seattle
127.0,21.0,6.0,King,5,West-South Seattle
128.0,21.0,6.0,King,5,West-South Seattle
129.0,21.0,6.0,King,5,West-South Seattle
130.0,19.0,6.0,King,7,Renton-FedWay-Kent
131.0,19.0,6.0,King,7,Renton-FedWay-Kent
132.0,19.0,6.0,King,7,Renton-FedWay-Kent
133.0,19.0,6.0,King,7,Renton-FedWay-Kent
134.0,19.0,6.0,King,7,Renton-FedWay-Kent
135.0,23.0,5.0,King,7,Renton-FedWay-Kent
136.0,22.0,6.0,King,7,Renton-FedWay-Kent
137.0,19.0,6.0,King,7,Renton-FedWay-Kent
138.0,19.0,6.0,King,7,Renton-FedWay-Kent
139.0,19.0,6.0,King,7,Renton-FedWay-Kent
140.0,19.0,6.0,King,7,Renton-FedWay-Kent
141.0,19.0,6.0,King,7,Renton-FedWay-Kent
142.0,19.0,6.0,King,7,Renton-FedWay-Kent
143.0,19.0,6.0,King,7,Renton-FedWay-Kent
144.0,19.0,6.0,King,7,Renton-FedWay-Kent
145.0,23.0,6.0,King,7,Renton-FedWay-Kent
146.0,19.0,6.0,King,7,Renton-FedWay-Kent
147.0,23.0,6.0,King,7,Renton-FedWay-Kent
148.0,19.0,6.0,King,7,Renton-FedWay-Kent
149.0,19.0,6.0,King,7,Renton-FedWay-Kent
150.0,22.0,6.0,King,7,Renton-FedWay-Kent
151.0,19.0,6.0,King,7,Renton-FedWay-Kent
152.0,22.0,6.0,King,7,Renton-FedWay-Kent
153.0,23.0,5.0,King,7,Renton-FedWay-Kent
154.0,19.0,6.0,King,7,Renton-FedWay-Kent
155.0,19.0,6.0,King,7,Renton-FedWay-Kent
156.0,23.0,6.0,King,7,Renton-FedWay-Kent
157.0,23.0,6.0,King,7,Renton-FedWay-Kent
158.0,23.0,6.0,King,7,Renton-FedWay-Kent
159.0,23.0,6.0,King,7,Renton-FedWay-Kent
160.0,19.0,6.0,King,7,Renton-FedWay-Kent
161.0,19.0,6.0,King,7,Renton-FedWay-Kent
162.0,23.0,5.0,King,7,Renton-FedWay-Kent
163.0,23.0,5.0,King,7,Renton-FedWay-Kent
164.0,22.0,6.0,King,7,Renton-FedWay-Kent
165.0,23.0,5.0,King,7,Renton-FedWay-Kent
166.0,23.0,5.0,King,7,Renton-FedWay-Kent
167.0,23.0,5.0,King,7,Renton-FedWay-Kent
168.0,23.0,5.0,King,7,Renton-FedWay-Kent
169.0,19.0,6.0,King,7,Renton-FedWay-Kent
170.0,22.0,6.0,King,7,Renton-FedWay-Kent
171.0,19.0,6.0,King,7,Renton-FedWay-Kent
172.0,23.0,6.0,King,7,Renton-FedWay-Kent
173.0,23.0,6.0,King,7,Renton-FedWay-Kent
174.0,23.0,5.0,King,7,Renton-FedWay-Kent
175.0,23.0,5.0,King,7,Renton-FedWay-Kent
176.0,23.0,5.0,King,7,Renton-FedWay-Kent
177.0,23.0,5.0,King,7,Renton-FedWay-Kent
178.0,22.0,6.0,King,7,Renton-FedWay-Kent
179.0,24.0,6.0,King,7,Renton-FedWay-Kent
180.0,24.0,6.0,King,7,Renton-FedWay-Kent
181.0,21.0,6.0,King,5,West-South Seattle
182.0,21.0,6.0,King,5,West-South Seattle
183.0,22.0,6.0,King,7,Renton-FedWay-Kent
184.0,22.0,6.0,King,7,Renton-FedWay-Kent
185.0,21.0,6.0,King,5,West-South Seattle
186.0,22.0,6.0,King,7,Renton-FedWay-Kent
187.0,21.0,6.0,King,5,West-South Seattle
188.0,21.0,6.0,King,5,West-South Seattle
189.0,21.0,6.0,King,5,West-South Seattle
190.0,24.0,6.0,King,7,Renton-FedWay-Kent
191.0,24.0,6.0,King,7,Renton-FedWay-Kent
192.0,24.0,6.0,King,7,Renton-FedWay-Kent
193.0,22.0,6.0,King,7,Renton-FedWay-Kent
194.0,24.0,6.0,King,7,Renton-FedWay-Kent
195.0,24.0,6.0,King,7,Renton-FedWay-Kent
196.0,24.0,6.0,King,7,Renton-FedWay-Kent
197.0,24.0,6.0,King,7,Renton-FedWay-Kent
198.0,24.0,6.0,King,7,Renton-FedWay-Kent
199.0,24.0,6.0,King,7,Renton-FedWay-Kent
200.0,24.0,6.0,King,7,Renton-FedWay-Kent
201.0,24.0,4.0,King,7,Renton-FedWay-Kent
202.0,24.0,4.0,King,7,Renton-FedWay-Kent
203.0,24.0,4.0,King,7,Renton-FedWay-Kent
204.0,22.0,6.0,King,7,Renton-FedWay-Kent
205.0,24.0,4.0,King,7,Renton-FedWay-Kent
206.0,24.0,4.0,King,7,Renton-FedWay-Kent
207.0,24.0,6.0,King,7,Renton-FedWay-Kent
208.0,24.0,6.0,King,7,Renton-FedWay-Kent
209.0,24.0,6.0,King,7,Renton-FedWay-Kent
210.0,24.0,6.0,King,7,Renton-FedWay-Kent
211.0,1.0,13.0,King,3,North Seattle-Shoreline
212.0,1.0,13.0,King,3,North Seattle-Shoreline
213.0,1.0,13.0,King,3,North Seattle-Shoreline
214.0,1.0,13.0,King,3,North Seattle-Shoreline
215.0,2.0,13.0,King,3,North Seattle-Shoreline
216.0,2.0,13.0,King,3,North Seattle-Shoreline
217.0,2.0,13.0,King,3,North Seattle-Shoreline
218.0,2.0,13.0,King,3,North Seattle-Shoreline
219.0,2.0,13.0,King,3,North Seattle-Shoreline
220.0,1.0,13.0,King,3,North Seattle-Shoreline
221.0,1.0,13.0,King,3,North Seattle-Shoreline
222.0,3.0,13.0,King,3,North Seattle-Shoreline
223.0,3.0,13.0,King,3,North Seattle-Shoreline
224.0,3.0,13.0,King,3,North Seattle-Shoreline
225.0,1.0,13.0,King,3,North Seattle-Shoreline
226.0,4.0,13.0,King,3,North Seattle-Shoreline
227.0,4.0,13.0,King,3,North Seattle-Shoreline
228.0,2.0,13.0,King,3,North Seattle-Shoreline
229.0,2.0,13.0,King,3,North Seattle-Shoreline
230.0,2.0,13.0,King,3,North Seattle-Shoreline
231.0,5.0,13.0,King,3,North Seattle-Shoreline
232.0,5.0,13.0,King,3,North Seattle-Shoreline
233.0,4.0,13.0,King,3,North Seattle-Shoreline
234.0,3.0,13.0,King,3,North Seattle-Shoreline
235.0,3.0,13.0,King,3,North Seattle-Shoreline
236.0,3.0,13.0,King,3,North Seattle-Shoreline
237.0,4.0,13.0,King,3,North Seattle-Shoreline
238.0,5.0,13.0,King,3,North Seattle-Shoreline
239.0,5.0,13.0,King,3,North Seattle-Shoreline
240.0,5.0,13.0,King,3,North Seattle-Shoreline
241.0,5.0,13.0,King,3,North Seattle-Shoreline
242.0,5.0,13.0,King,3,North Seattle-Shoreline
243.0,5.0,13.0,King,3,North Seattle-Shoreline
244.0,5.0,13.0,King,3,North Seattle-Shoreline
245.0,5.0,13.0,King,3,North Seattle-Shoreline
246.0,5.0,13.0,King,3,North Seattle-Shoreline
247.0,5.0,13.0,King,3,North Seattle-Shoreline
248.0,5.0,13.0,King,3,North Seattle-Shoreline
249.0,5.0,13.0,King,3,North Seattle-Shoreline
250.0,5.0,13.0,King,3,North Seattle-Shoreline
251.0,5.0,13.0,King,3,North Seattle-Shoreline
252.0,5.0,13.0,King,3,North Seattle-Shoreline
253.0,5.0,13.0,King,3,North Seattle-Shoreline
254.0,5.0,13.0,King,3,North Seattle-Shoreline
255.0,5.0,13.0,King,3,North Seattle-Shoreline
256.0,5.0,13.0,King,3,North Seattle-Shoreline
257.0,4.0,13.0,King,3,North Seattle-Shoreline
258.0,4.0,13.0,King,3,North Seattle-Shoreline
259.0,4.0,13.0,King,3,North Seattle-Shoreline
260.0,4.0,13.0,King,3,North Seattle-Shoreline
261.0,4.0,13.0,King,3,North Seattle-Shoreline
262.0,4.0,13.0,King,3,North Seattle-Shoreline
263.0,4.0,13.0,King,3,North Seattle-Shoreline
264.0,4.0,13.0,King,3,North Seattle-Shoreline
265.0,4.0,13.0,King,3,North Seattle-Shoreline
266.0,4.0,13.0,King,3,North Seattle-Shoreline
267.0,4.0,13.0,King,3,North Seattle-Shoreline
268.0,4.0,13.0,King,3,North Seattle-Shoreline
269.0,3.0,13.0,King,3,North Seattle-Shoreline
270.0,3.0,13.0,King,3,North Seattle-Shoreline
271.0,3.0,13.0,King,3,North Seattle-Shoreline
272.0,3.0,13.0,King,3,North Seattle-Shoreline
273.0,3.0,13.0,King,3,North Seattle-Shoreline
274.0,3.0,13.0,King,3,North Seattle-Shoreline
275.0,3.0,13.0,King,3,North Seattle-Shoreline
276.0,3.0,13.0,King,3,North Seattle-Shoreline
277.0,3.0,13.0,King,3,North Seattle-Shoreline
278.0,3.0,13.0,King,3,North Seattle-Shoreline
279.0,3.0,13.0,King,3,North Seattle-Shoreline
280.0,3.0,13.0,King,3,North Seattle-Shoreline
281.0,3.0,13.0,King,3,North Seattle-Shoreline
282.0,3.0,13.0,King,3,North Seattle-Shoreline
283.0,3.0,13.0,King,3,North Seattle-Shoreline
284.0,3.0,13.0,King,3,North Seattle-Shoreline
285.0,3.0,13.0,King,3,North Seattle-Shoreline
286.0,6.0,13.0,King,3,North Seattle-Shoreline
287.0,3.0,13.0,King,3,North Seattle-Shoreline
288.0,6.0,13.0,King,3,North Seattle-Shoreline
289.0,6.0,13.0,King,3,North Seattle-Shoreline
290.0,3.0,13.0,King,3,North Seattle-Shoreline
291.0,6.0,13.0,King,3,North Seattle-Shoreline
292.0,3.0,13.0,King,3,North Seattle-Shoreline
293.0,6.0,13.0,King,3,North Seattle-Shoreline
294.0,3.0,13.0,King,3,North Seattle-Shoreline
295.0,6.0,13.0,King,3,North Seattle-Shoreline
296.0,3.0,13.0,King,3,North Seattle-Shoreline
297.0,6.0,13.0,King,3,North Seattle-Shoreline
298.0,3.0,13.0,King,3,North Seattle-Shoreline
299.0,6.0,13.0,King,3,North Seattle-Shoreline
300.0,3.0,13.0,King,3,North Seattle-Shoreline
301.0,6.0,13.0,King,3,North Seattle-Shoreline
302.0,3.0,13.0,King,3,North Seattle-Shoreline
303.0,6.0,13.0,King,3,North Seattle-Shoreline
304.0,4.0,13.0,King,3,North Seattle-Shoreline
305.0,4.0,13.0,King,3,North Seattle-Shoreline
306.0,4.0,13.0,King,3,North Seattle-Shoreline
307.0,4.0,13.0,King,3,North Seattle-Shoreline
308.0,4.0,13.0,King,3,North Seattle-Shoreline
309.0,4.0,13.0,King,3,North Seattle-Shoreline
310.0,4.0,13.0,King,3,North Seattle-Shoreline
311.0,4.0,13.0,King,3,North Seattle-Shoreline
312.0,4.0,13.0,King,3,North Seattle-Shoreline
313.0,4.0,13.0,King,3,North Seattle-Shoreline
314.0,4.0,13.0,King,3,North Seattle-Shoreline
315.0,5.0,13.0,King,3,North Seattle-Shoreline
316.0,5.0,13.0,King,3,North Seattle-Shoreline
317.0,5.0,13.0,King,3,North Seattle-Shoreline
318.0,5.0,13.0,King,3,North Seattle-Shoreline
319.0,5.0,13.0,King,3,North Seattle-Shoreline
320.0,5.0,13.0,King,3,North Seattle-Shoreline
321.0,5.0,13.0,King,3,North Seattle-Shoreline
322.0,5.0,13.0,King,3,North Seattle-Shoreline
323.0,5.0,13.0,King,3,North Seattle-Shoreline
324.0,5.0,13.0,King,3,North Seattle-Shoreline
325.0,5.0,13.0,King,3,North Seattle-Shoreline
326.0,5.0,13.0,King,3,North Seattle-Shoreline
327.0,5.0,13.0,King,3,North Seattle-Shoreline
328.0,5.0,13.0,King,3,North Seattle-Shoreline
329.0,5.0,13.0,King,3,North Seattle-Shoreline
330.0,5.0,13.0,King,3,North Seattle-Shoreline
331.0,5.0,13.0,King,3,North Seattle-Shoreline
332.0,5.0,13.0,King,3,North Seattle-Shoreline
333.0,5.0,13.0,King,3,North Seattle-Shoreline
334.0,5.0,13.0,King,3,North Seattle-Shoreline
335.0,5.0,13.0,King,3,North Seattle-Shoreline
336.0,5.0,13.0,King,3,North Seattle-Shoreline
337.0,5.0,13.0,King,3,North Seattle-Shoreline
338.0,5.0,13.0,King,3,North Seattle-Shoreline
339.0,5.0,13.0,King,3,North Seattle-Shoreline
340.0,5.0,13.0,King,3,North Seattle-Shoreline
341.0,5.0,13.0,King,3,North Seattle-Shoreline
342.0,5.0,13.0,King,3,North Seattle-Shoreline
343.0,5.0,13.0,King,3,North Seattle-Shoreline
344.0,5.0,13.0,King,3,North Seattle-Shoreline
345.0,5.0,13.0,King,3,North Seattle-Shoreline
346.0,7.0,13.0,King,3,North Seattle-Shoreline
347.0,7.0,13.0,King,3,North Seattle-Shoreline
348.0,7.0,13.0,King,3,North Seattle-Shoreline
349.0,7.0,13.0,King,3,North Seattle-Shoreline
350.0,7.0,13.0,King,3,North Seattle-Shoreline
351.0,7.0,13.0,King,3,North Seattle-Shoreline
352.0,7.0,13.0,King,3,North Seattle-Shoreline
353.0,7.0,13.0,King,3,North Seattle-Shoreline
354.0,4.0,13.0,King,3,North Seattle-Shoreline
355.0,7.0,13.0,King,3,North Seattle-Shoreline
356.0,4.0,13.0,King,3,North Seattle-Shoreline
357.0,7.0,13.0,King,3,North Seattle-Shoreline
358.0,4.0,13.0,King,3,North Seattle-Shoreline
359.0,7.0,13.0,King,3,North Seattle-Shoreline
360.0,4.0,13.0,King,3,North Seattle-Shoreline
361.0,4.0,13.0,King,3,North Seattle-Shoreline
362.0,4.0,13.0,King,3,North Seattle-Shoreline
363.0,4.0,13.0,King,3,North Seattle-Shoreline
364.0,4.0,13.0,King,3,North Seattle-Shoreline
365.0,4.0,13.0,King,3,North Seattle-Shoreline
366.0,4.0,13.0,King,3,North Seattle-Shoreline
367.0,6.0,13.0,King,3,North Seattle-Shoreline
368.0,6.0,13.0,King,3,North Seattle-Shoreline
369.0,6.0,13.0,King,3,North Seattle-Shoreline
370.0,6.0,13.0,King,3,North Seattle-Shoreline
371.0,6.0,13.0,King,3,North Seattle-Shoreline
372.0,6.0,13.0,King,3,North Seattle-Shoreline
373.0,6.0,13.0,King,3,North Seattle-Shoreline
374.0,6.0,13.0,King,3,North Seattle-Shoreline
375.0,6.0,13.0,King,3,North Seattle-Shoreline
376.0,6.0,13.0,King,3,North Seattle-Shoreline
377.0,6.0,13.0,King,3,North Seattle-Shoreline
378.0,6.0,13.0,King,3,North Seattle-Shoreline
379.0,6.0,13.0,King,3,North Seattle-Shoreline
380.0,6.0,13.0,King,3,North Seattle-Shoreline
381.0,6.0,13.0,King,3,North Seattle-Shoreline
382.0,6.0,13.0,King,3,North Seattle-Shoreline
383.0,6.0,13.0,King,3,North Seattle-Shoreline
384.0,6.0,13.0,King,3,North Seattle-Shoreline
385.0,6.0,13.0,King,3,North Seattle-Shoreline
386.0,6.0,13.0,King,3,North Seattle-Shoreline
387.0,6.0,13.0,King,3,North Seattle-Shoreline
388.0,6.0,13.0,King,3,North Seattle-Shoreline
389.0,6.0,13.0,King,3,North Seattle-Shoreline
390.0,6.0,13.0,King,3,North Seattle-Shoreline
391.0,6.0,13.0,King,3,North Seattle-Shoreline
392.0,6.0,13.0,King,3,North Seattle-Shoreline
393.0,6.0,13.0,King,3,North Seattle-Shoreline
394.0,6.0,13.0,King,3,North Seattle-Shoreline
395.0,6.0,13.0,King,3,North Seattle-Shoreline
396.0,6.0,13.0,King,3,North Seattle-Shoreline
397.0,6.0,13.0,King,3,North Seattle-Shoreline
398.0,6.0,13.0,King,3,North Seattle-Shoreline
399.0,6.0,13.0,King,3,North Seattle-Shoreline
400.0,6.0,13.0,King,3,North Seattle-Shoreline
401.0,7.0,13.0,King,3,North Seattle-Shoreline
402.0,7.0,13.0,King,3,North Seattle-Shoreline
403.0,7.0,13.0,King,3,North Seattle-Shoreline
404.0,7.0,13.0,King,3,North Seattle-Shoreline
405.0,4.0,13.0,King,3,North Seattle-Shoreline
406.0,7.0,13.0,King,3,North Seattle-Shoreline
407.0,7.0,13.0,King,3,North Seattle-Shoreline
408.0,4.0,13.0,King,3,North Seattle-Shoreline
409.0,7.0,13.0,King,3,North Seattle-Shoreline
410.0,7.0,13.0,King,3,North Seattle-Shoreline
411.0,7.0,13.0,King,3,North Seattle-Shoreline
412.0,7.0,13.0,King,3,North Seattle-Shoreline
413.0,7.0,13.0,King,3,North Seattle-Shoreline
414.0,7.0,13.0,King,3,North Seattle-Shoreline
415.0,7.0,13.0,King,3,North Seattle-Shoreline
416.0,7.0,13.0,King,3,North Seattle-Shoreline
417.0,7.0,13.0,King,3,North Seattle-Shoreline
418.0,7.0,13.0,King,3,North Seattle-Shoreline
419.0,7.0,13.0,King,3,North Seattle-Shoreline
420.0,7.0,13.0,King,3,North Seattle-Shoreline
421.0,7.0,13.0,King,3,North Seattle-Shoreline
422.0,7.0,13.0,King,3,North Seattle-Shoreline
423.0,7.0,13.0,King,3,North Seattle-Shoreline
424.0,5.0,13.0,King,3,North Seattle-Shoreline
425.0,5.0,13.0,King,3,North Seattle-Shoreline
426.0,5.0,13.0,King,3,North Seattle-Shoreline
427.0,5.0,13.0,King,3,North Seattle-Shoreline
428.0,5.0,13.0,King,3,North Seattle-Shoreline
429.0,5.0,13.0,King,3,North Seattle-Shoreline
430.0,5.0,13.0,King,3,North Seattle-Shoreline
431.0,5.0,13.0,King,3,North Seattle-Shoreline
432.0,5.0,13.0,King,3,North Seattle-Shoreline
433.0,5.0,13.0,King,3,North Seattle-Shoreline
434.0,5.0,13.0,King,3,North Seattle-Shoreline
435.0,7.0,13.0,King,3,North Seattle-Shoreline
436.0,7.0,13.0,King,3,North Seattle-Shoreline
437.0,7.0,13.0,King,3,North Seattle-Shoreline
438.0,7.0,13.0,King,3,North Seattle-Shoreline
439.0,7.0,13.0,King,3,North Seattle-Shoreline
440.0,7.0,13.0,King,3,North Seattle-Shoreline
441.0,7.0,13.0,King,3,North Seattle-Shoreline
442.0,7.0,13.0,King,3,North Seattle-Shoreline
443.0,7.0,13.0,King,3,North Seattle-Shoreline
444.0,7.0,13.0,King,3,North Seattle-Shoreline
445.0,7.0,13.0,King,3,North Seattle-Shoreline
446.0,7.0,13.0,King,3,North Seattle-Shoreline
447.0,7.0,13.0,King,3,North Seattle-Shoreline
448.0,7.0,13.0,King,3,North Seattle-Shoreline
449.0,7.0,13.0,King,3,North Seattle-Shoreline
450.0,7.0,13.0,King,3,North Seattle-Shoreline
451.0,7.0,13.0,King,3,North Seattle-Shoreline
452.0,7.0,13.0,King,3,North Seattle-Shoreline
453.0,7.0,13.0,King,3,North Seattle-Shoreline
454.0,7.0,13.0,King,3,North Seattle-Shoreline
455.0,7.0,13.0,King,3,North Seattle-Shoreline
456.0,7.0,13.0,King,3,North Seattle-Shoreline
457.0,7.0,13.0,King,3,North Seattle-Shoreline
458.0,7.0,13.0,King,3,North Seattle-Shoreline
459.0,6.0,13.0,King,3,North Seattle-Shoreline
460.0,6.0,13.0,King,3,North Seattle-Shoreline
461.0,6.0,13.0,King,3,North Seattle-Shoreline
462.0,6.0,13.0,King,3,North Seattle-Shoreline
463.0,6.0,13.0,King,3,North Seattle-Shoreline
464.0,6.0,13.0,King,3,North Seattle-Shoreline
465.0,8.0,12.0,King,4,Seattle CBD
466.0,8.0,12.0,King,4,Seattle CBD
467.0,8.0,12.0,King,4,Seattle CBD
468.0,8.0,12.0,King,4,Seattle CBD
469.0,8.0,12.0,King,4,Seattle CBD
470.0,9.0,12.0,King,4,Seattle CBD
471.0,9.0,12.0,King,4,Seattle CBD
472.0,9.0,12.0,King,4,Seattle CBD
473.0,9.0,12.0,King,4,Seattle CBD
474.0,9.0,12.0,King,4,Seattle CBD
475.0,9.0,12.0,King,4,Seattle CBD
476.0,8.0,12.0,King,4,Seattle CBD
477.0,8.0,12.0,King,4,Seattle CBD
478.0,8.0,12.0,King,4,Seattle CBD
479.0,8.0,12.0,King,4,Seattle CBD
480.0,8.0,12.0,King,4,Seattle CBD
481.0,8.0,12.0,King,4,Seattle CBD
482.0,8.0,12.0,King,4,Seattle CBD
483.0,8.0,12.0,King,4,Seattle CBD
484.0,8.0,12.0,King,4,Seattle CBD
485.0,8.0,12.0,King,4,Seattle CBD
486.0,9.0,12.0,King,4,Seattle CBD
487.0,9.0,12.0,King,4,Seattle CBD
488.0,9.0,12.0,King,4,Seattle CBD
489.0,9.0,12.0,King,4,Seattle CBD
490.0,9.0,12.0,King,4,Seattle CBD
491.0,9.0,12.0,King,4,Seattle CBD
492.0,9.0,12.0,King,4,Seattle CBD
493.0,9.0,12.0,King,4,Seattle CBD
494.0,10.0,12.0,King,4,Seattle CBD
495.0,10.0,12.0,King,4,Seattle CBD
496.0,10.0,12.0,King,4,Seattle CBD
497.0,10.0,12.0,King,4,Seattle CBD
498.0,10.0,12.0,King,4,Seattle CBD
499.0,10.0,12.0,King,4,Seattle CBD
