STTAZ,ParcelID
147,458
147,459
147,460
147,464
147,465
147,466
147,467
147,468
147,469
147,470
147,471
173,472
173,473
173,474
147,475
199,2580
30,2890
30,2891
30,2892
30,2893
30,2894
30,2895
164,2896
164,2897
164,2898
164,2899
164,2900
164,2901
30,2902
30,2903
30,2904
30,2905
30,2906
30,2907
30,2908
30,2909
30,2910
164,2911
164,2912
164,2913
164,2914
164,2915
164,2916
164,2917
164,2918
164,2919
164,2920
164,2921
164,2922
164,2923
164,2924
164,2925
164,2926
164,2927
164,2928
164,2929
164,2930
164,2931
164,2932
164,2933
138,2934
138,2935
138,2936
138,2937
138,2938
138,2939
138,2940
138,2941
138,2942
138,2943
138,2944
138,2945
138,2946
138,2947
138,2948
138,2949
138,2950
138,2951
138,2952
138,2953
138,2954
138,2955
138,2956
138,2957
138,2958
164,2959
164,2960
164,2961
164,2962
164,2963
141,2964
141,2965
141,2966
141,2967
141,2968
141,2969
141,2970
141,2971
141,2972
141,2973
141,2974
141,2975
141,2976
141,2977
141,2978
141,2979
141,2980
141,2981
141,2982
141,2983
141,2984
141,2985
141,2986
141,2987
141,2988
141,2989
141,2990
141,2991
141,2992
141,2993
141,2994
141,2995
141,2996
141,2997
141,2998
141,2999
141,3000
141,3001
141,3002
141,3003
141,3004
141,3005
141,3006
141,3007
141,3008
141,3009
141,3010
141,3011
141,3012
141,3013
141,3014
141,3015
141,3016
141,3017
141,3018
141,3019
141,3020
141,3021
141,3022
141,3023
141,3024
140,3025
140,3026
140,3027
140,3028
140,3029
140,3030
140,3031
140,3032
140,3033
140,3034
140,3035
140,3036
140,3037
140,3038
140,3039
140,3040
140,3041
140,3042
140,3043
140,3044
140,3045
140,3046
140,3047
140,3048
140,3049
140,3050
140,3051
140,3052
140,3053
140,3054
140,3055
140,3056
140,3057
140,3058
140,3059
140,3060
140,3061
140,3062
140,3063
140,3064
140,3065
140,3066
140,3067
140,3068
140,3069
140,3070
140,3071
140,3072
140,3073
140,3074
140,3075
140,3076
140,3077
140,3078
140,3079
140,3080
140,3081
140,3082
140,3083
140,3084
140,3085
140,3086
140,3087
140,3088
140,3089
140,3090
140,3091
140,3092
140,3093
140,3094
140,3095
140,3096
140,3097
140,3098
140,3099
140,3100
140,3101
140,3102
141,3103
141,3104
141,3105
141,3106
141,3107
141,3108
141,3109
141,3110
141,3111
141,3112
141,3113
141,3114
141,3115
141,3116
141,3117
141,3118
141,3119
141,3120
141,3121
141,3122
141,3123
141,3124
141,3125
141,3126
141,3127
141,3128
141,3129
141,3130
141,3131
141,3132
141,3133
141,3134
141,3135
141,3136
141,3137
141,3138
141,3139
141,3140
141,3141
141,3142
141,3143
141,3144
141,3145
141,3146
141,3147
141,3148
141,3149
136,3150
136,3151
136,3152
136,3153
136,3154
136,3155
136,3156
136,3157
136,3158
136,3159
136,3160
136,3161
136,3162
136,3163
138,3164
138,3165
138,3166
138,3167
138,3168
138,3169
138,3170
138,3171
138,3172
138,3173
138,3174
138,3175
138,3176
138,3177
138,3178
138,3179
138,3180
138,3181
138,3182
138,3183
138,3184
138,3185
138,3186
138,3187
138,3188
138,3189
138,3190
138,3191
138,3192
138,3193
138,3194
138,3195
138,3196
138,3197
138,3198
138,3199
136,3200
136,3201
21,3202
21,3203
21,3204
21,3205
21,3206
21,3207
21,3208
21,3209
21,3210
21,3211
21,3212
21,3213
21,3214
21,3215
21,3216
21,3217
21,3218
21,3219
21,3220
21,3221
21,3222
21,3223
21,3224
141,3225
21,3226
21,3227
21,3228
21,3229
21,3230
21,3231
21,3232
21,3233
21,3234
21,3235
21,3236
21,3237
136,3238
136,3239
136,3240
136,3241
136,3242
136,3243
138,3244
138,3245
138,3246
138,3247
138,3248
138,3249
138,3250
138,3251
138,3252
138,3253
138,3254
138,3255
138,3256
138,3257
138,3258
138,3259
138,3260
138,3261
138,3262
138,3263
138,3264
138,3265
138,3266
138,3267
138,3268
138,3269
138,3270
138,3271
138,3272
138,3273
138,3274
138,3275
138,3276
138,3277
138,3278
138,3279
138,3280
138,3281
138,3282
138,3283
138,3284
138,3285
138,3286
138,3287
138,3288
138,3289
138,3290
138,3291
138,3292
138,3293
138,3294
136,3295
136,3296
136,3297
24,3298
24,3299
24,3300
24,3301
24,3302
24,3303
24,3304
24,3305
24,3306
24,3307
24,3308
24,3309
24,3310
24,3311
24,3312
24,3313
24,3314
24,3315
24,3316
24,3317
24,3318
24,3319
24,3320
24,3321
24,3322
24,3323
136,3324
136,3325
136,3326
136,3327
136,3328
136,3329
136,3330
136,3331
136,3332
137,3333
137,3334
137,3335
137,3336
137,3337
137,3338
137,3339
137,3340
137,3341
137,3342
137,3343
137,3344
137,3345
137,3346
137,3347
137,3348
137,3349
137,3350
137,3351
137,3352
137,3353
137,3354
137,3355
137,3356
137,3357
137,3358
137,3359
137,3360
137,3361
137,3362
137,3363
137,3364
137,3365
137,3366
137,3367
137,3368
137,3369
137,3370
137,3371
137,3372
137,3373
137,3374
137,3375
137,3376
137,3377
137,3378
137,3379
137,3380
137,3381
137,3382
137,3383
137,3384
141,3385
141,3386
141,3387
141,3388
141,3389
141,3390
141,3391
141,3392
141,3393
141,3394
141,3395
141,3396
141,3397
141,3398
141,3399
141,3400
141,3401
141,3402
141,3403
141,3404
141,3405
141,3406
141,3407
141,3408
141,3409
141,3410
141,3411
141,3412
141,3413
141,3414
141,3415
141,3416
141,3417
141,3418
141,3419
141,3420
141,3421
141,3422
141,3423
141,3424
141,3425
141,3426
141,3427
141,3428
141,3429
141,3430
141,3431
141,3432
141,3433
141,3434
140,3435
140,3436
140,3437
140,3438
140,3439
140,3440
140,3441
140,3442
140,3443
140,3444
140,3445
140,3446
140,3447
140,3448
140,3449
140,3450
140,3451
140,3452
140,3453
140,3454
140,3455
140,3456
140,3457
140,3458
140,3459
140,3460
140,3461
140,3462
140,3463
140,3464
140,3465
140,3466
140,3467
140,3468
140,3469
140,3470
140,3471
140,3472
140,3473
140,3474
140,3475
140,3476
140,3477
140,3478
140,3479
140,3480
140,3481
140,3482
140,3483
140,3484
140,3485
140,3486
140,3487
140,3488
140,3489
140,3490
140,3491
140,3492
140,3493
140,3494
140,3495
140,3496
140,3497
140,3498
140,3499
140,3500
140,3501
140,3502
140,3503
140,3504
140,3505
140,3506
140,3507
140,3508
140,3509
140,3510
140,3511
140,3512
140,3513
140,3514
140,3515
140,3516
140,3517
140,3518
140,3519
140,3520
140,3521
140,3522
140,3523
140,3524
140,3525
140,3526
140,3527
140,3528
140,3529
140,3530
140,3531
24,3532
24,3533
24,3534
24,3535
24,3536
24,3537
24,3538
24,3539
24,3540
24,3541
24,3542
137,3543
137,3544
137,3545
24,3546
137,3547
24,3548
137,3549
137,3550
137,3551
137,3552
137,3553
137,3554
137,3555
137,3556
137,3557
137,3558
137,3559
137,3560
137,3561
137,3562
137,3563
137,3564
137,3565
137,3566
137,3567
137,3568
137,3569
137,3570
137,3571
137,3572
137,3573
137,3574
137,3575
137,3576
137,3577
137,3578
146,3579
146,3580
146,3581
146,3582
146,3583
137,3584
137,3585
137,3586
137,3587
137,3588
137,3589
146,3590
146,3591
146,3592
146,3593
146,3594
146,3595
146,3596
146,3597
146,3598
146,3599
146,3600
146,3601
146,3602
161,3603
146,3604
146,3605
146,3606
24,3607
10,4885
10,4886
203,5286
111,6623
111,6624
111,6625
111,6626
111,6627
111,6628
111,6629
111,6630
111,6631
111,6632
111,6633
111,6634
111,6635
111,6636
111,6637
111,6638
111,6639
111,6640
111,6641
111,6642
111,6643
111,6644
111,6645
111,6646
111,6647
111,6648
111,6649
111,6650
111,6651
111,6652
111,6653
111,6654
111,6655
111,6656
111,6657
111,6658
111,6659
111,6660
111,6661
111,6662
111,6663
111,6664
111,6665
111,6666
111,6667
111,6668
111,6669
111,6670
111,6671
111,6672
111,6673
111,6674
111,6675
111,6676
111,6677
111,6678
111,6679
111,6680
111,6681
111,6682
111,6683
111,6684
111,6685
111,6686
111,6687
111,6688
111,6689
111,6690
111,6691
111,6692
111,6693
111,6694
111,6695
111,6696
111,6697
111,6698
111,6699
111,6700
111,6701
111,6702
111,6703
111,6704
111,6705
111,6706
111,6707
111,6708
111,6709
111,6710
111,6711
111,6712
111,6713
111,6714
111,6715
111,6716
123,10550
123,10551
123,10552
123,10553
123,10554
123,10555
123,10556
123,10557
123,10558
123,10559
123,10560
123,10561
123,10562
127,12479
127,12480
127,12481
127,12482
127,12483
127,12484
127,12485
127,12486
127,12487
127,12488
127,12489
127,12490
127,12491
127,12492
127,12493
127,12494
127,12495
127,12496
127,12497
127,12498
127,12499
14,13574
14,13575
14,13576
14,13577
14,13578
14,13579
14,13580
153,14450
153,14451
175,14453
175,14454
175,14455
175,14456
175,14458
163,14459
153,14460
163,14461
163,14462
153,14464
175,14465
153,14468
153,14469
175,14480
173,14632
173,14633
173,14634
173,14635
173,14636
173,14637
173,14638
173,14639
132,15113
132,15114
132,15115
132,15116
132,15117
132,15118
132,15119
132,15120
132,15121
132,15122
132,15123
132,15124
132,15125
173,15425
173,15426
173,15427
173,15428
173,15429
173,15430
173,15431
173,15432
173,15433
173,15434
173,15435
173,15436
173,15437
173,15438
173,15439
173,15440
173,15441
173,15442
173,15443
173,15445
173,15450
173,15451
173,15452
173,15453
173,15454
173,15455
173,15456
159,15457
159,15458
159,15459
159,15460
159,15461
159,15462
159,15463
159,15464
159,15465
159,15466
159,15467
159,15468
159,15469
159,15470
159,15471
159,15472
159,15473
159,15474
69,16928
69,16929
69,16930
69,16931
69,16932
69,16933
67,16934
67,16935
67,16936
67,16937
67,16938
67,16939
67,16940
